order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_amount,total_amount,region
O007562,C00902,2026-03-18,completed,Card,10,12.99,109.51,North
O007563,C03022,2024-07-05,completed,Bank Transfer,5,8.99,160.74,West
O007564,C02447,2024-12-15,cancelled,Card,0,4.99,212.94,West
O007565,C01889,2026-06-08,completed,Wallet,10,0.0,118.17,South
O007566,C03300,2025-08-04,completed,Wallet,0,4.99,140.46,West
O007567,C03121,2024-07-20,cancelled,Wallet,10,0.0,80.03,East
O007568,C01492,2026-04-12,completed,COD,0,8.99,174.15,West
O007569,C03764,2025-03-07,completed,Card,10,4.99,288.57,Central
O007570,C04850,2025-12-04,completed,COD,5,0.0,95.04,North
O007571,C01707,2025-10-08,completed,Bank Transfer,5,4.99,188.63,East
O007572,C03999,2025-03-25,completed,Wallet,20,4.99,210.22,South
O007573,C02908,2025-03-28,completed,COD,0,12.99,74.55,North
O007574,C02652,2025-08-06,completed,COD,0,8.99,101.58,North
O007575,C02112,2025-04-04,completed,Card,5,0.0,98.26,South
O007576,C03182,2024-11-04,completed,Wallet,0,12.99,110.05,West
O007577,C04613,2025-12-09,completed,Wallet,0,0.0,73.76,West
O007578,C00826,2025-11-04,completed,Wallet,0,12.99,127.43,Central
O007579,C04825,2025-09-12,completed,Card,5,12.99,87.2,North
O007580,C01029,2025-12-23,completed,COD,5,12.99,290.24,East
O007581,C03378,2025-07-13,completed,Card,0,8.99,124.71,East
O007582,C02973,2026-05-08,completed,Card,5,0.0,65.02,North
O007583,C01907,2026-04-08,cancelled,Card,0,4.99,247.32,South
O007584,C03594,2026-06-16,completed,Bank Transfer,20,12.99,217.6,East
O007585,C04745,2024-09-17,completed,Wallet,0,4.99,89.3,South
O007586,C04112,2024-09-13,completed,COD,0,12.99,119.48,North
O007587,C01677,2025-06-08,completed,COD,0,12.99,239.76,East
O007588,C02023,2025-11-17,completed,Wallet,20,4.99,223.74,West
O007589,C02647,2024-12-22,completed,Wallet,0,4.99,31.7,South
O007590,C01070,2024-09-22,completed,Card,20,12.99,49.71,North
O007591,C04701,2024-07-27,completed,Bank Transfer,0,4.99,70.11,Central
O007592,C00029,2025-08-09,shipped,Card,0,8.99,76.42,East
O007593,C03042,2026-06-14,completed,Bank Transfer,10,0.0,99.89,Central
O007594,C01349,2025-06-04,completed,Bank Transfer,0,8.99,136.92,East
O007595,C02004,2025-12-18,completed,Wallet,0,4.99,121.8,Central
O007596,C00810,2024-08-07,completed,COD,10,0.0,213.09,West
O007597,C00160,2024-12-05,completed,Card,20,12.99,94.61,Central
O007598,C02954,2025-11-08,completed,Wallet,5,4.99,260.06,North
O007599,C03951,2025-04-20,completed,Card,0,12.99,125.06,West
O007600,C00544,2024-07-20,completed,Wallet,20,4.99,119.8,Central
O007601,C00432,2024-12-12,completed,Bank Transfer,20,0.0,209.15,Central
O007602,C01135,2026-01-30,completed,Card,10,8.99,154.31,Central
O007603,C00450,2025-11-12,shipped,Wallet,0,4.99,121.49,East
O007604,C02161,2026-02-11,completed,Card,5,4.99,59.75,South
O007605,C01136,2025-03-13,completed,Bank Transfer,0,4.99,241.54,West
O007606,C02483,2026-05-09,completed,COD,0,0.0,114.8,South
O007607,C03152,2026-05-02,completed,Bank Transfer,5,8.99,115.59,North
O007608,C01574,2025-03-25,completed,Wallet,0,12.99,423.7,West
O007609,C04466,2024-11-29,completed,Bank Transfer,0,0.0,261.64,West
O007610,C02541,2026-06-02,shipped,Card,0,12.99,93.55,Central
O007611,C00041,2025-03-13,completed,Bank Transfer,5,12.99,108.3,East
O007612,C02166,2025-06-27,shipped,COD,5,12.99,54.9,West
O007613,C03390,2026-05-11,shipped,Wallet,0,0.0,40.79,North
O007614,C02274,2025-01-13,completed,Bank Transfer,20,4.99,93.5,North
O007615,C02607,2026-04-06,completed,Wallet,0,8.99,147.37,West
O007616,C03717,2024-10-26,completed,Wallet,0,12.99,58.04,West
O007617,C03105,2025-01-30,completed,Bank Transfer,35,12.99,183.82,Central
O007618,C00700,2025-04-10,completed,Wallet,0,4.99,47.58,West
O007619,C03450,2025-06-18,completed,COD,0,8.99,94.51,Central
O007620,C00636,2024-12-25,completed,Wallet,10,4.99,211.15,West
O007621,C03295,2026-04-06,completed,Bank Transfer,10,12.99,339.52,North
O007622,C03440,2025-10-28,completed,Card,0,0.0,263.38,West
O007623,C04152,2025-11-01,completed,COD,10,0.0,277.48,North
O007624,C04911,2025-12-16,completed,Wallet,20,8.99,143.7,North
O007625,C00545,2025-10-08,completed,Card,0,8.99,190.58,North
O007626,C04875,2025-10-13,completed,Wallet,10,12.99,88.74,North
O007627,C01116,2025-10-25,completed,Card,10,8.99,165.56,West
O007628,C00084,2025-12-08,completed,Card,20,12.99,45.71,West
O007629,C04222,2026-05-03,completed,Bank Transfer,10,12.99,136.93,East
O007630,C04512,2024-11-21,completed,COD,0,4.99,45.51,West
O007631,C00355,2025-07-13,completed,Wallet,0,8.99,218.06,North
O007632,C02289,2024-11-12,shipped,Card,0,4.99,224.92,Central
O007633,C04902,2024-11-10,completed,Bank Transfer,10,8.99,341.23,West
O007634,C03562,2026-05-24,completed,COD,10,0.0,42.25,Central
O007635,C02273,2025-06-10,completed,Card,5,12.99,421.07,West
O007636,C03876,2025-11-26,completed,COD,0,0.0,289.3,East
O007637,C01767,2025-12-14,completed,Wallet,35,12.99,263.6,South
O007638,C01438,2024-07-24,shipped,Bank Transfer,20,0.0,53.09,East
O007639,C02218,2025-06-24,completed,COD,0,12.99,144.52,Central
O007640,C04302,2024-11-09,completed,COD,0,0.0,120.83,East
O007641,C01426,2025-02-14,completed,Wallet,5,12.99,184.3,South
O007642,C02973,2024-11-15,completed,Bank Transfer,0,8.99,26.48,South
O007643,C04128,2025-10-29,shipped,COD,5,12.99,49.26,South
O007644,C00126,2024-10-05,completed,Wallet,0,8.99,231.32,South
O007645,C03080,2025-05-25,completed,Bank Transfer,20,0.0,48.3,North
O007646,C04425,2025-02-08,completed,Bank Transfer,10,0.0,100.33,East
O007647,C01440,2026-06-02,completed,COD,5,0.0,90.19,North
O007648,C00796,2026-01-26,completed,Wallet,5,12.99,134.23,East
O007649,C03899,2025-03-14,completed,Wallet,0,12.99,57.44,East
O007650,C01692,2025-01-30,shipped,Card,35,4.99,244.75,West
O007651,C03543,2025-12-06,completed,Wallet,10,12.99,166.14,South
O007652,C02455,2025-10-04,completed,Card,5,12.99,261.97,South
O007653,C02935,2025-08-09,completed,Wallet,0,12.99,183.16,North
O007654,C01845,2024-08-22,completed,Wallet,20,0.0,130.55,South
O007655,C02217,2024-08-26,completed,COD,10,4.99,8.11,North
O007656,C00238,2025-10-07,completed,Card,0,4.99,164.5,West
O007657,C04238,2025-06-08,completed,Card,5,8.99,163.32,South
O007658,C01679,2026-02-25,completed,Bank Transfer,0,8.99,258.75,Central
O007659,C01037,2024-07-22,cancelled,Wallet,0,8.99,122.96,East
O007660,C00221,2024-11-13,completed,Wallet,5,4.99,4.13,North
O007661,C04532,2026-01-27,completed,Card,10,4.99,115.25,South
O007662,C03615,2026-06-14,completed,Bank Transfer,5,4.99,170.96,East
O007663,C02982,2025-12-18,completed,COD,0,8.99,139.99,North
O007664,C02681,2024-07-10,completed,Wallet,0,12.99,78.86,East
O007665,C04724,2024-08-06,completed,Card,0,4.99,192.31,South
O007666,C03579,2026-04-02,shipped,Card,0,4.99,18.03,East
O007667,C04677,2025-06-30,completed,Wallet,20,8.99,113.41,Central
O007668,C02511,2025-06-28,completed,Bank Transfer,10,4.99,83.28,South
O007669,C00417,2026-06-01,completed,Wallet,0,4.99,47.94,South
O007670,C01288,2024-12-28,completed,Bank Transfer,10,0.0,162.07,North
O007671,C01672,2025-01-24,completed,Wallet,20,4.99,281.33,East
O007672,C04508,2025-11-13,completed,Wallet,5,12.99,67.61,South
O007673,C03276,2026-04-21,completed,Card,10,4.99,164.62,East
O007674,C00910,2025-03-24,shipped,Wallet,0,0.0,148.46,East
O007675,C00644,2024-10-19,completed,Bank Transfer,0,12.99,41.33,West
O007676,C02254,2024-08-10,completed,Wallet,10,4.99,147.45,South
O007677,C02734,2024-07-05,completed,Card,20,12.99,86.54,West
O007678,C02109,2025-03-30,completed,Card,0,0.0,67.05,South
O007679,C01706,2025-07-22,completed,Bank Transfer,5,12.99,65.89,South
O007680,C03076,2025-06-22,completed,Wallet,5,8.99,441.4,East
O007681,C04997,2024-12-22,completed,COD,10,0.0,31.23,Central
O007682,C04565,2025-11-06,completed,Bank Transfer,0,4.99,274.11,West
O007683,C01001,2026-04-02,completed,Bank Transfer,20,0.0,94.85,West
O007684,C03842,2024-12-17,completed,Bank Transfer,0,8.99,63.21,South
O007685,C00553,2025-11-04,completed,Bank Transfer,0,4.99,99.7,West
O007686,C00393,2025-08-02,completed,Wallet,0,4.99,235.95,East
O007687,C02277,2025-11-13,completed,Card,35,0.0,296.34,Central
O007688,C01388,2024-07-11,completed,Card,10,12.99,50.46,Central
O007689,C01219,2025-11-03,completed,Bank Transfer,0,4.99,176.4,West
O007690,C03100,2025-12-27,completed,Bank Transfer,0,12.99,168.53,West
O007691,C04044,2025-11-07,completed,Wallet,20,8.99,112.08,South
O007692,C02700,2026-03-05,completed,Bank Transfer,0,12.99,154.72,West
O007693,C00086,2025-12-27,completed,Wallet,5,0.0,220.17,South
O007694,C04989,2026-06-18,completed,Bank Transfer,0,8.99,48.2,East
O007695,C03261,2025-11-01,completed,Wallet,20,4.99,28.58,East
O007696,C02169,2025-05-22,completed,Bank Transfer,0,12.99,41.22,West
O007697,C02037,2026-03-01,completed,Card,20,8.99,79.8,East
O007698,C03938,2025-11-19,completed,COD,0,8.99,112.73,South
O007699,C04657,2025-08-11,completed,Card,0,0.0,192.4,North
O007700,C00331,2025-08-26,shipped,COD,5,0.0,103.07,South
O007701,C04568,2025-03-13,shipped,Bank Transfer,0,4.99,79.91,West
O007702,C02179,2025-09-21,completed,Wallet,10,0.0,22.38,West
O007703,C04003,2025-06-06,shipped,COD,0,0.0,230.87,West
O007704,C00207,2024-10-04,completed,COD,0,4.99,50.38,Central
O007705,C02148,2025-05-17,completed,Card,10,0.0,243.63,East
O007706,C02852,2026-05-24,completed,COD,0,0.0,73.83,East
O007707,C02131,2025-02-28,completed,Wallet,0,8.99,43.57,South
O007708,C00305,2025-11-06,completed,Wallet,5,12.99,134.12,West
O007709,C00106,2025-04-29,completed,Wallet,0,12.99,56.75,West
O007710,C04362,2025-01-25,completed,Card,0,8.99,87.65,West
O007711,C04638,2025-04-07,completed,Card,10,0.0,107.48,North
O007712,C03511,2026-05-31,completed,Card,5,8.99,178.89,East
O007713,C04886,2024-09-20,completed,Wallet,5,8.99,329.73,West
O007714,C04549,2025-10-30,completed,Bank Transfer,0,0.0,67.38,East
O007715,C01054,2026-02-26,completed,Wallet,5,12.99,117.01,Central
O007716,C02807,2024-11-13,completed,Bank Transfer,35,0.0,43.14,North
O007717,C02364,2026-01-03,completed,COD,35,12.99,159.65,West
O007718,C04608,2025-10-08,completed,Wallet,0,4.99,123.38,North
O007719,C02892,2025-03-04,shipped,Card,0,4.99,21.94,North
O007720,C00648,2024-11-06,shipped,Bank Transfer,10,12.99,156.67,West
O007721,C02698,2026-05-21,completed,Wallet,10,8.99,54.94,North
O007722,C02543,2024-11-21,completed,Bank Transfer,0,4.99,105.7,South
O007723,C02398,2026-05-24,completed,Wallet,20,0.0,279.98,West
O007724,C01790,2025-10-16,completed,COD,20,0.0,25.71,Central
O007725,C03031,2026-03-17,completed,COD,5,0.0,169.17,North
O007726,C01969,2025-02-02,completed,Card,10,0.0,48.3,West
O007727,C03946,2024-07-22,shipped,COD,0,12.99,41.06,South
O007728,C01656,2025-10-21,completed,COD,5,12.99,64.86,South
O007729,C02070,2025-03-28,shipped,COD,5,12.99,37.83,North
O007730,C00577,2025-08-06,completed,Card,20,0.0,380.82,East
O007731,C00372,2025-05-30,completed,Wallet,20,12.99,23.5,West
O007732,C02024,2025-02-20,completed,COD,10,12.99,34.67,Central
O007733,C01378,2025-12-06,completed,Wallet,0,0.0,20.81,North
O007734,C03600,2025-07-01,completed,COD,0,4.99,53.67,West
O007735,C00597,2025-10-06,completed,Card,35,4.99,111.37,East
O007736,C01167,2025-11-03,completed,Bank Transfer,5,8.99,147.05,East
O007737,C03019,2025-11-07,completed,COD,0,4.99,160.37,South
O007738,C00167,2025-02-26,cancelled,Bank Transfer,10,8.99,137.66,South
O007739,C02545,2026-01-11,completed,Wallet,10,4.99,202.59,Central
O007740,C03256,2024-12-08,completed,Bank Transfer,0,8.99,346.09,Central
O007741,C00749,2026-05-23,completed,Bank Transfer,20,12.99,158.63,West
O007742,C00890,2026-02-11,completed,Wallet,10,12.99,108.12,West
O007743,C01699,2025-08-07,completed,Card,0,12.99,49.47,North
O007744,C00299,2024-11-09,completed,Bank Transfer,0,0.0,142.33,East
O007745,C04564,2026-04-21,completed,Card,0,12.99,154.59,South
O007746,C03304,2025-08-09,shipped,Wallet,20,4.99,84.21,North
O007747,C04358,2026-02-15,completed,Bank Transfer,5,12.99,177.64,South
O007748,C01796,2024-07-21,shipped,Card,5,0.0,135.88,South
O007749,C02933,2025-03-04,completed,Bank Transfer,0,8.99,57.35,Central
O007750,C02216,2025-02-04,completed,Wallet,0,0.0,65.36,East
O007751,C00085,2026-02-14,completed,Wallet,0,8.99,224.2,North
O007752,C02016,2025-06-04,completed,Wallet,10,0.0,16.78,North
O007753,C03944,2024-09-24,completed,Wallet,0,12.99,20.52,North
O007754,C00562,2025-09-22,completed,Wallet,20,0.0,42.59,Central
O007755,C00258,2024-10-24,completed,Wallet,10,0.0,397.44,West
O007756,C00148,2025-05-22,completed,Bank Transfer,0,4.99,139.36,North
O007757,C04577,2026-06-24,shipped,COD,5,4.99,64.67,East
O007758,C02410,2025-05-13,completed,Wallet,35,8.99,140.88,East
O007759,C02912,2025-05-09,completed,Bank Transfer,35,4.99,60.39,East
O007760,C03193,2024-07-30,completed,Bank Transfer,10,4.99,107.56,East
O007761,C01272,2025-06-01,completed,Wallet,35,8.99,70.85,North
O007762,C02830,2026-05-30,completed,Wallet,5,8.99,137.39,South
O007763,C00476,2026-05-25,shipped,Card,5,0.0,90.19,North
O007764,C01174,2026-06-03,completed,Bank Transfer,5,8.99,65.7,South
O007765,C03684,2025-03-21,completed,COD,20,4.99,107.33,Central
O007766,C04070,2024-08-17,cancelled,Card,0,0.0,77.43,West
O007767,C00665,2024-12-20,completed,Card,0,8.99,94.39,West
O007768,C01291,2024-12-02,completed,Wallet,5,4.99,35.82,South
O007769,C02328,2024-08-26,completed,COD,0,12.99,135.01,East
O007770,C03137,2025-11-30,completed,COD,10,4.99,1293.226,North
O007771,C00107,2025-07-16,completed,Wallet,5,8.99,110.94,West
O007772,C03153,2025-12-09,completed,Bank Transfer,0,0.0,99.04,West
O007773,C04567,2024-11-23,completed,Wallet,10,12.99,101.48,North
O007774,C04326,2025-11-20,completed,Bank Transfer,0,8.99,266.65,East
O007775,C03862,2024-08-17,completed,Bank Transfer,0,4.99,4.74,North
O007776,C03068,2025-12-08,completed,COD,0,0.0,138.26,North
O007777,C00790,2026-02-13,completed,Bank Transfer,0,0.0,94.38,South
O007778,C02961,2025-01-01,completed,Card,20,12.99,89.98,East
O007779,C03193,2025-02-25,completed,Card,5,8.99,104.97,West
O007780,C01141,2025-05-14,completed,Wallet,0,0.0,45.27,South
O007781,C02387,2025-08-27,completed,Card,5,8.99,46.76,North
O007782,C02573,2025-07-21,completed,Bank Transfer,10,0.0,25.86,South
O007783,C00433,2024-09-15,completed,COD,35,4.99,137.58,East
O007784,C00851,2025-04-03,completed,Card,0,4.99,8.48,North
O007785,C02329,2025-07-04,completed,Bank Transfer,0,4.99,117.81,West
O007786,C04287,2025-09-21,completed,COD,5,12.99,64.9,South
O007787,C01853,2025-10-04,completed,COD,10,0.0,44.43,East
O007788,C04207,2025-10-29,completed,COD,10,12.99,108.26,Central
O007789,C01153,2025-05-24,completed,COD,5,8.99,72.93,South
O007790,C00998,2025-07-02,completed,Card,0,8.99,106.4,West
O007791,C04680,2025-03-04,shipped,COD,20,0.0,47.61,West
O007792,C02308,2025-01-15,completed,Card,10,8.99,126.72,West
O007793,C01135,2025-02-12,completed,Bank Transfer,5,8.99,92.23,West
O007794,C03648,2025-05-16,completed,Wallet,0,0.0,172.16,South
O007795,C03326,2024-09-18,completed,Wallet,20,8.99,30.42,Central
O007796,C00508,2024-12-07,cancelled,Wallet,0,8.99,88.67,South
O007797,C04866,2024-09-23,completed,Bank Transfer,20,0.0,65.82,East
O007798,C00599,2025-04-24,completed,Bank Transfer,10,0.0,148.65,South
O007799,C00102,2025-06-27,completed,Wallet,0,0.0,200.51,South
O007800,C04233,2024-10-27,shipped,Bank Transfer,0,12.99,112.73,North
O007801,C00698,2024-10-10,completed,COD,35,8.99,89.81,South
O007802,C02397,2025-07-19,completed,COD,5,4.99,172.32,East
O007803,C03509,2024-12-10,completed,Wallet,0,8.99,94.84,South
O007804,C03659,2026-03-25,completed,Card,0,12.99,281.95,North
O007805,C02745,2024-10-29,completed,Card,0,8.99,56.05,East
O007806,C00850,2025-06-17,completed,Bank Transfer,0,8.99,14.49,North
O007807,C04073,2026-02-06,completed,Wallet,0,0.0,29.79,North
O007808,C03327,2024-09-14,completed,Card,10,4.99,74.75,West
O007809,C02394,2025-05-24,completed,Wallet,10,8.99,371.45,Central
O007810,C03064,2025-06-09,completed,Wallet,10,4.99,46.76,East
O007811,C04578,2025-08-07,completed,Wallet,10,12.99,279.7,West
O007812,C03428,2026-04-07,completed,Card,5,0.0,111.84,West
O007813,C01059,2025-08-29,completed,Wallet,20,4.99,46.57,West
O007814,C04248,2025-04-01,completed,Card,0,4.99,80.03,Central
O007815,C02433,2025-04-15,completed,Card,5,12.99,184.61,East
O007816,C04657,2025-09-28,completed,Card,20,12.99,87.34,North
O007817,C04295,2025-02-03,completed,COD,0,0.0,47.63,North
O007818,C04876,2025-11-12,completed,Bank Transfer,5,4.99,92.27,West
O007819,C00678,2025-04-05,completed,Bank Transfer,10,0.0,213.0,North
O007820,C04769,2024-08-13,completed,Card,20,8.99,444.08,East
O007821,C02891,2025-07-25,completed,COD,0,0.0,178.17,South
O007822,C04090,2024-12-31,completed,Card,0,8.99,357.06,South
O007823,C02036,2025-03-19,shipped,Wallet,0,12.99,175.0,North
O007824,C03390,2025-02-22,completed,COD,10,0.0,173.99,East
O007825,C02946,2024-10-08,completed,Wallet,0,8.99,148.34,West
O007826,C01268,2025-01-27,completed,Card,0,8.99,131.1,East
O007827,C00761,2026-04-28,shipped,Bank Transfer,0,0.0,57.57,West
O007828,C04020,2025-02-19,completed,Wallet,5,4.99,104.25,West
O007829,C02894,2025-12-16,completed,Card,20,8.99,216.94,East
O007830,C03877,2025-04-24,shipped,Bank Transfer,0,12.99,131.61,South
O007831,C02929,2024-08-18,completed,Bank Transfer,10,4.99,25.78,Central
O007832,C00929,2026-03-03,completed,Card,0,12.99,211.68,West
O007833,C02935,2026-04-22,completed,COD,0,0.0,154.07,Central
O007834,C00009,2024-12-19,completed,Wallet,20,4.99,248.64,South
O007835,C00891,2024-11-02,completed,COD,20,8.99,56.0,East
O007836,C02898,2026-05-10,completed,COD,5,8.99,26.26,South
O007837,C01950,2024-09-10,completed,COD,10,8.99,87.39,West
O007838,C03913,2026-04-10,shipped,Wallet,0,12.99,136.03,South
O007839,C02270,2024-11-04,shipped,Card,0,4.99,321.98,South
O007840,C03398,2026-03-24,completed,COD,10,8.99,123.94,South
O007841,C03284,2026-05-12,completed,Card,0,8.99,338.86,Central
O007842,C00291,2024-12-23,completed,Card,0,4.99,88.51,East
O007843,C04745,2024-12-09,completed,Bank Transfer,5,8.99,180.63,East
O007844,C02080,2024-09-16,shipped,Card,20,12.99,20.39,East
O007845,C00410,2026-01-25,completed,COD,0,0.0,186.59,East
O007846,C03337,2025-03-12,completed,Wallet,0,12.99,253.53,West
O007847,C04742,2025-10-12,completed,Wallet,0,8.99,130.25,South
O007848,C04279,2025-09-21,completed,Bank Transfer,5,8.99,37.7,North
O007849,C04293,2025-07-13,completed,Bank Transfer,0,4.99,103.63,East
O007850,C00980,2024-12-24,completed,Card,20,12.99,86.56,Central
O007851,C01944,2025-03-24,completed,Wallet,0,4.99,77.58,North
O007852,C02612,2025-07-01,completed,Wallet,20,8.99,102.95,East
O007853,C02798,2024-09-06,completed,Bank Transfer,0,0.0,36.21,West
O007854,C00478,2025-04-21,completed,Bank Transfer,0,12.99,122.3,East
O007855,C01316,2025-12-01,completed,COD,0,0.0,91.6,West
O007856,C00995,2025-05-04,completed,COD,20,12.99,140.22,East
O007857,C02478,2025-04-14,completed,Bank Transfer,10,0.0,140.35,South
O007858,C01231,2026-03-05,completed,Bank Transfer,10,4.99,45.69,Central
O007859,C04081,2025-07-26,shipped,Bank Transfer,0,0.0,83.74,South
O007860,C02515,2025-12-20,completed,Bank Transfer,5,0.0,99.15,East
O007861,C00037,2024-08-07,cancelled,Bank Transfer,0,0.0,100.1,West
O007862,C03993,2026-05-08,completed,Wallet,0,4.99,233.44,East
O007863,C04457,2026-01-17,completed,Bank Transfer,0,8.99,62.42,West
O007864,C01523,2026-02-23,completed,Wallet,5,8.99,83.21,East
O007865,C02656,2025-11-17,completed,Card,20,12.99,172.61,East
O007866,C01076,2025-07-28,completed,Card,10,0.0,108.24,West
O007867,C03068,2025-07-21,completed,COD,0,4.99,183.32,West
O007868,C02557,2025-09-29,completed,Wallet,0,0.0,138.36,West
O007869,C02380,2025-06-27,completed,COD,0,4.99,82.68,South
O007870,C00912,2025-12-14,shipped,COD,0,4.99,140.33,South
O007871,C01217,2025-03-03,completed,Card,0,12.99,214.68,Central
O007872,C00698,2026-01-12,completed,COD,0,0.0,39.52,South
O007873,C01889,2025-03-07,completed,Bank Transfer,10,4.99,43.12,North
O007874,C00001,2025-06-12,completed,Bank Transfer,10,8.99,48.18,East
O007875,C02511,2024-08-19,shipped,Card,0,12.99,85.17,East
O007876,C01776,2026-04-18,completed,Wallet,5,0.0,92.69,North
O007877,C02135,2025-11-13,shipped,Bank Transfer,0,12.99,287.79,North
O007878,C03906,2024-12-29,completed,Wallet,0,4.99,86.13,North
O007879,C02923,2024-08-02,completed,Bank Transfer,0,0.0,28.65,Central
O007880,C04787,2026-03-14,completed,Bank Transfer,0,0.0,214.29,South
O007881,C00157,2024-07-02,completed,Card,10,12.99,68.25,Central
O007882,C00237,2025-06-17,completed,Bank Transfer,5,4.99,164.86,Central
O007883,C03567,2024-07-23,completed,Card,0,0.0,191.94,Central
O007884,C04141,2025-11-18,shipped,Bank Transfer,0,4.99,147.51,West
O007885,C02737,2024-11-26,completed,Wallet,5,4.99,121.99,North
O007886,C01846,2025-05-08,completed,COD,5,12.99,56.4,West
O007887,C04562,2025-08-20,completed,COD,5,12.99,55.04,North
O007888,C01371,2025-03-28,completed,Bank Transfer,0,0.0,196.86,Central
O007889,C02470,2025-11-09,completed,Bank Transfer,0,4.99,163.81,South
O007890,C04885,2025-07-06,completed,Wallet,0,0.0,197.66,South
O007891,C00184,2025-05-03,completed,Wallet,10,4.99,71.98,Central
O007892,C04005,2025-02-20,completed,Bank Transfer,5,8.99,223.29,East
O007893,C04060,2025-04-24,completed,COD,0,8.99,277.36,West
O007894,C02485,2025-02-20,completed,Card,0,0.0,36.66,North
O007895,C04707,2025-08-25,completed,COD,0,8.99,38.71,West
O007896,C00865,2026-01-09,completed,Bank Transfer,35,4.99,171.98,Central
O007897,C03067,2025-09-09,completed,Bank Transfer,5,4.99,116.28,South
O007898,C04356,2024-07-24,cancelled,Card,5,4.99,88.93,South
O007899,C01911,2026-03-09,shipped,Card,0,0.0,189.54,South
O007900,C01312,2026-01-25,completed,Card,20,12.99,64.39,North
O007901,C02743,2026-02-18,completed,Bank Transfer,0,12.99,67.67,East
O007902,C02768,2024-08-06,completed,Card,0,12.99,41.12,South
O007903,C04342,2026-02-21,completed,Wallet,0,4.99,205.97,North
O007904,C01728,2025-06-06,completed,Bank Transfer,0,8.99,34.13,Central
O007905,C00420,2026-03-08,shipped,Card,0,12.99,190.42,South
O007906,C04168,2026-01-21,completed,Bank Transfer,5,8.99,153.44,North
O007907,C00278,2026-04-03,completed,COD,5,8.99,194.44,North
O007908,C00914,2024-09-27,completed,COD,20,0.0,43.9,West
O007909,C04168,2025-08-09,completed,Card,0,0.0,97.57,North
O007910,C03653,2025-12-14,completed,Bank Transfer,0,8.99,69.0,Central
O007911,C00840,2025-09-07,completed,Wallet,0,12.99,261.11,West
O007912,C00592,2026-02-12,completed,Wallet,35,0.0,110.64,Central
O007913,C03520,2025-12-13,completed,Wallet,20,4.99,85.27,Central
O007914,C03147,2024-07-27,completed,Bank Transfer,0,4.99,54.0,West
O007915,C04571,2024-11-23,completed,Wallet,10,8.99,146.19,South
O007916,C02434,2025-10-06,completed,Bank Transfer,0,0.0,70.39,East
O007917,C01204,2025-03-20,completed,Card,10,12.99,76.69,East
O007918,C00254,2025-03-18,completed,Wallet,10,12.99,93.9,North
O007919,C04680,2026-04-27,completed,Bank Transfer,0,4.99,361.51,East
O007920,C00508,2024-09-04,completed,Wallet,35,4.99,107.0,West
O007921,C04047,2025-07-17,completed,COD,20,12.99,68.16,North
O007922,C03121,2025-02-13,completed,Wallet,5,12.99,106.8,West
O007923,C03423,2024-08-07,cancelled,Card,0,0.0,59.22,East
O007924,C03077,2025-03-31,shipped,Bank Transfer,0,8.99,259.27,South
O007925,C02667,2025-04-22,completed,COD,5,12.99,168.24,Central
O007926,C03351,2025-05-28,shipped,Card,20,4.99,35.84,Central
O007927,C01113,2024-10-26,cancelled,Bank Transfer,0,4.99,167.22,West
O007928,C04758,2025-12-13,completed,COD,0,8.99,148.8,Central
O007929,C02912,2025-03-17,completed,COD,0,0.0,147.48,West
O007930,C01006,2025-08-23,shipped,COD,0,12.99,209.58,Central
O007931,C00229,2025-08-02,completed,Bank Transfer,10,12.99,47.22,East
O007932,C03681,2025-08-16,completed,COD,0,8.99,96.99,North
O007933,C02055,2025-07-04,completed,COD,0,4.99,142.26,South
O007934,C03961,2025-02-05,completed,COD,0,0.0,195.06,North
O007935,C03210,2025-06-23,completed,Wallet,5,8.99,159.56,South
O007936,C04737,2025-07-22,completed,Wallet,0,8.99,94.71,Central
O007937,C04441,2024-07-14,completed,Bank Transfer,0,4.99,204.76,West
O007938,C03746,2025-12-10,completed,Bank Transfer,10,0.0,108.35,South
O007939,C00974,2025-05-21,shipped,Card,5,4.99,77.71,North
O007940,C03472,2025-01-30,completed,Wallet,0,4.99,17.26,West
O007941,C00208,2024-07-22,completed,Card,0,4.99,40.81,West
O007942,C00941,2025-02-08,completed,Card,5,8.99,89.59,Central
O007943,C00017,2025-04-22,completed,Bank Transfer,0,12.99,43.03,West
O007944,C04436,2026-03-02,completed,Card,10,0.0,24.55,North
O007945,C04077,2025-10-15,completed,Bank Transfer,5,0.0,49.34,Central
O007946,C01732,2025-05-01,completed,Card,0,4.99,276.54,Central
O007947,C01808,2024-09-30,completed,Bank Transfer,5,4.99,34.66,South
O007948,C01565,2025-01-17,shipped,Card,0,8.99,38.17,North
O007949,C00581,2026-04-30,shipped,COD,0,8.99,188.38,West
O007950,C01513,2024-10-02,completed,Bank Transfer,20,12.99,140.26,East
O007951,C04021,2025-10-03,completed,Bank Transfer,0,12.99,97.81,North
O007952,C00549,2025-07-12,completed,Wallet,20,4.99,178.09,East
O007953,C00498,2024-12-06,completed,Bank Transfer,10,12.99,134.06,North
O007954,C01175,2026-03-29,completed,Bank Transfer,5,0.0,1.01,East
O007955,C02787,2025-04-14,completed,Bank Transfer,5,4.99,64.07,Central
O007956,C04515,2025-10-26,completed,COD,10,8.99,404.08,South
