return_id,order_id,product_id,return_date,reason,refund_amount
R00975,O010836,P0015,2024-10-23,Changed mind,106.58
R00976,O019744,P0306,2025-11-13,Wrong size,34.92
R00977,O002513,P0439,2026-01-24,Changed mind,145.57
R00978,O000932,P0282,2025-05-15,Not as described,61.67
R00979,O014921,P0103,2025-08-26,Late delivery,208.35
R00980,O008188,P0202,2025-07-18,Damaged,58.21
R00981,O014297,P0216,2025-12-09,Wrong size,85.87
R00982,O016620,P0319,2025-03-16,Damaged,40.2
R00983,O000533,P0445,2026-06-17,Damaged,12.19
R00984,O005270,P0105,2024-11-19,Not as described,52.23
R00985,O006678,P0209,2026-01-14,Not as described,170.79
R00986,O010613,P0128,2025-01-31,Late delivery,85.36
R00987,O007464,P0030,2025-01-28,Not as described,69.08
R00988,O019691,P0113,2026-05-27,Late delivery,6.54
R00989,O012916,P0199,2026-03-07,Changed mind,8.21
R00990,O012177,P0271,2024-12-18,Wrong size,99.05
R00991,O018569,P0118,2025-02-09,Changed mind,160.88
R00992,O000197,P0288,2024-08-19,Wrong size,56.49
R00993,O001547,P0384,2025-10-24,Damaged,56.93
R00994,O013939,P0482,2026-06-26,Wrong size,90.8
R00995,O019948,P0469,2025-12-27,Not as described,35.11
R00996,O016373,P0427,2025-12-28,Changed mind,76.17
R00997,O016114,P0174,2025-12-16,Not as described,262.72
R00998,O010482,P0304,2025-08-28,Not as described,69.73
R00999,O014634,P0407,2025-02-12,Not as described,5.41
R01000,O008615,P0361,2025-10-04,Not as described,52.99
R01001,O005358,P0385,2025-02-08,Damaged,261.91
R01002,O003569,P0043,2025-11-02,Changed mind,91.8
R01003,O002328,P0022,2025-06-05,Wrong size,57.79
R01004,O015806,P0487,2025-09-10,Not as described,123.45
R01005,O017642,P0126,2026-03-21,Late delivery,29.7
R01006,O014748,P0217,2024-11-23,Wrong size,15.72
R01007,O017108,P0016,2024-08-08,Changed mind,30.72
R01008,O017098,P0115,2024-09-25,Wrong size,207.77
R01009,O017258,P0188,2025-11-28,Wrong size,60.03
R01010,O016563,P0056,2025-12-07,Wrong size,125.08
R01011,O003985,P0221,2024-10-16,Late delivery,38.93
R01012,O017267,P0402,2026-07-09,Changed mind,77.0
R01013,O002771,P0159,2026-05-29,Late delivery,121.16
R01014,O014074,P0442,2026-02-19,Changed mind,26.11
R01015,O002483,P0424,2024-11-11,Not as described,93.37
R01016,O015446,P0327,2025-02-05,Not as described,88.18
R01017,O000419,P0172,2026-06-26,Damaged,75.22
R01018,O017650,P0077,2024-09-08,Changed mind,35.84
R01019,O013170,P0037,2025-09-26,Damaged,26.01
R01020,O015878,P0096,2026-02-08,Wrong size,8.19
R01021,O000904,P0454,2025-10-28,Damaged,50.53
R01022,O012478,P0389,2026-01-19,Late delivery,74.2
R01023,O010201,P0203,2025-03-24,Changed mind,20.58
R01024,O002776,P0435,2026-04-28,Damaged,103.36
R01025,O010307,P0467,2026-04-02,Wrong size,66.4
R01026,O002509,P0434,2024-08-08,Damaged,6.58
R01027,O019117,P0085,2026-05-09,Damaged,117.65
R01028,O018076,P0082,2026-06-26,Wrong size,26.95
R01029,O002396,P0114,2025-04-06,Wrong size,62.6
R01030,O011027,P0455,2026-01-30,Late delivery,84.66
R01031,O003008,P0214,2025-09-12,Changed mind,154.69
R01032,O013111,P0328,2025-08-29,Wrong size,69.3
R01033,O019983,P0046,2025-03-10,Not as described,119.44
R01034,O009538,P0027,2025-07-27,Damaged,144.68
R01035,O002497,P0363,2024-08-17,Damaged,90.39
R01036,O015200,P0009,2025-08-02,Late delivery,147.93
R01037,O002988,P0412,2026-04-04,Not as described,118.01
R01038,O015948,P0409,2024-10-26,Changed mind,62.66
R01039,O007050,P0180,2026-04-16,Not as described,86.6
R01040,O004028,P0128,2025-08-10,Wrong size,298.95
R01041,O003442,P0200,2026-04-19,Late delivery,145.8
R01042,O013766,P0213,2026-05-29,Wrong size,116.08
R01043,O003772,P0185,2026-03-27,Late delivery,33.62
R01044,O014372,P0441,2024-08-20,Damaged,130.62
R01045,O002349,P0430,2025-08-14,Changed mind,125.65
R01046,O005129,P0172,2026-01-03,Wrong size,6.35
R01047,O015647,P0482,2026-02-14,Late delivery,89.22
R01048,O004082,P0070,2025-10-27,Changed mind,28.87
R01049,O010065,P0479,2026-01-23,Not as described,32.45
R01050,O008471,P0318,2024-08-13,Wrong size,103.78
R01051,O001578,P0476,2025-10-04,Wrong size,13.3
R01052,O013087,P0431,2024-12-03,Changed mind,82.29
R01053,O005814,P0369,2024-11-24,Changed mind,177.86
R01054,O015061,P0029,2026-02-12,Wrong size,142.36
R01055,O014913,P0233,2026-03-18,Not as described,124.29
R01056,O008096,P0252,2025-07-05,Changed mind,101.8
R01057,O009810,P0296,2025-12-11,Changed mind,107.94
R01058,O002746,P0082,2024-09-27,Changed mind,47.43
R01059,O002007,P0366,2025-01-04,Damaged,19.19
R01060,O003591,P0206,2025-04-06,Late delivery,31.86
R01061,O018534,P0079,2026-04-17,Changed mind,92.75
R01062,O019995,P0121,2026-04-14,Late delivery,74.75
R01063,O010546,P0299,2025-10-13,Late delivery,25.63
R01064,O003026,P0234,2026-05-16,Damaged,12.64
R01065,O009668,P0291,2026-01-08,Not as described,29.81
R01066,O009258,P0142,2026-03-29,Damaged,11.56
R01067,O000863,P0209,2026-05-28,Not as described,30.31
R01068,O002935,P0195,2025-01-17,Late delivery,60.64
R01069,O014254,P0066,2024-09-28,Not as described,19.99
R01070,O011059,P0277,2026-04-21,Damaged,287.8
R01071,O000410,P0287,2024-10-19,Changed mind,71.39
R01072,O007021,P0285,2025-05-18,Late delivery,57.81
R01073,O019067,P0153,2026-01-22,Late delivery,45.84
R01074,O010244,P0334,2025-09-08,Changed mind,30.17
R01075,O005551,P0203,2024-09-06,Changed mind,39.39
R01076,O016933,P0006,2024-09-01,Late delivery,49.62
R01077,O015364,P0194,2024-07-27,Wrong size,65.28
R01078,O002307,P0285,2026-04-12,Damaged,44.53
R01079,O019871,P0370,2025-08-21,Not as described,20.52
R01080,O017771,P0151,2025-09-11,Wrong size,83.09
R01081,O000058,P0401,2025-09-08,Wrong size,105.7
R01082,O019717,P0231,2025-12-13,Late delivery,67.72
R01083,O008038,P0344,2024-11-08,Wrong size,27.19
R01084,O010754,P0188,2024-10-23,Wrong size,73.92
R01085,O017411,P0180,2025-07-30,Damaged,51.76
R01086,O005449,P0162,2024-12-29,Late delivery,162.34
R01087,O018625,P0189,2025-01-19,Wrong size,34.8
R01088,O010036,P0004,2026-05-03,Wrong size,146.78
R01089,O000128,P0401,2024-12-24,Not as described,156.89
R01090,O017170,P0403,2024-09-14,Late delivery,53.08
R01091,O002323,P0299,2024-08-11,Not as described,57.01
R01092,O013551,P0364,2025-11-30,Late delivery,38.42
R01093,O002064,P0178,2025-03-15,Late delivery,241.18
R01094,O002397,P0395,2025-08-11,Not as described,112.57
R01095,O008543,P0061,2026-03-31,Late delivery,47.13
R01096,O001297,P0256,2025-05-19,Wrong size,73.47
R01097,O014511,P0235,2025-01-01,Not as described,52.7
R01098,O015473,P0253,2025-11-15,Damaged,3.22
R01099,O002856,P0453,2024-08-28,Late delivery,86.43
R01100,O017079,P0127,2024-09-23,Damaged,106.12
R01101,O004174,P0289,2026-03-03,Wrong size,172.67
R01102,O009248,P0448,2025-08-09,Changed mind,40.43
R01103,O010688,P0457,2026-01-09,Not as described,136.84
R01104,O008364,P0084,2024-11-22,Not as described,87.86
R01105,O014027,P0385,2026-07-08,Changed mind,20.94
R01106,O019966,P0275,2025-01-16,Wrong size,5.94
R01107,O014877,P0496,2026-05-16,Late delivery,277.71
R01108,O012427,P0262,2025-02-26,Wrong size,50.06
R01109,O001396,P0283,2025-08-21,Not as described,56.96
R01110,O008769,P0418,2026-05-28,Wrong size,170.93
R01111,O010163,P0249,2026-05-20,Not as described,58.52
R01112,O011088,P0384,2025-07-20,Changed mind,38.84
R01113,O013936,P0206,2024-07-14,Damaged,42.86
R01114,O005804,P0245,2025-07-31,Not as described,19.99
R01115,O002986,P0272,2024-08-10,Not as described,23.33
R01116,O004934,P0005,2025-06-02,Late delivery,34.1
R01117,O001054,P0052,2025-10-16,Damaged,17.12
R01118,O003464,P0136,2025-06-10,Damaged,170.28
R01119,O016288,P0439,2024-08-20,Not as described,39.98
R01120,O012395,P0205,2026-03-11,Changed mind,32.08
R01121,O006717,P0034,2025-12-01,Not as described,18.7
R01122,O013041,P0250,2024-09-15,Damaged,72.91
R01123,O004395,P0342,2026-03-07,Wrong size,79.63
R01124,O002991,P0319,2026-03-21,Changed mind,68.64
R01125,O010169,P0458,2025-03-29,Late delivery,25.17
R01126,O003036,P0182,2025-09-10,Not as described,143.32
R01127,O016411,P0431,2024-10-20,Late delivery,135.77
R01128,O016629,P0286,2026-07-18,Late delivery,40.73
R01129,O015517,P0093,2026-02-03,Changed mind,111.5
R01130,O015147,P0118,2025-03-06,Late delivery,106.62
R01131,O004161,P0150,2025-04-30,Not as described,25.67
R01132,O002298,P0284,2026-05-22,Late delivery,100.98
R01133,O010062,P0170,2025-06-26,Late delivery,38.65
R01134,O010157,P0481,2025-07-07,Changed mind,46.83
R01135,O018039,P0292,2025-10-27,Not as described,7.29
R01136,O001564,P0116,2024-09-11,Late delivery,33.12
R01137,O013019,P0029,2025-05-28,Not as described,66.27
R01138,O018397,P0321,2026-06-05,Not as described,139.27
R01139,O013252,P0431,2024-09-25,Not as described,42.4
R01140,O019363,P0256,2025-07-01,Not as described,42.5
R01141,O004682,P0386,2025-08-25,Changed mind,91.37
R01142,O007484,P0260,2024-10-25,Wrong size,69.29
R01143,O000699,P0119,2026-02-14,Late delivery,50.17
R01144,O014965,P0466,2026-04-02,Changed mind,36.48
R01145,O000718,P0177,2024-12-30,Wrong size,21.62
R01146,O010111,P0174,2024-12-28,Not as described,65.55
R01147,O004711,P0320,2024-07-24,Changed mind,127.08
R01148,O011368,P0275,2024-11-16,Late delivery,87.11
R01149,O003284,P0282,2024-08-15,Damaged,183.35
R01150,O018575,P0479,2025-08-09,Changed mind,113.85
R01151,O016233,P0439,2025-01-14,Not as described,24.27
R01152,O002652,P0099,2024-11-24,Late delivery,85.81
R01153,O005360,P0246,2025-12-10,Changed mind,17.9
R01154,O001004,P0117,2025-11-14,Late delivery,52.16
R01155,O019047,P0131,2025-05-25,Not as described,38.3
R01156,O012130,P0287,2025-04-09,Not as described,76.31
R01157,O015813,P0230,2026-03-08,Wrong size,15.01
R01158,O004788,P0129,2025-03-31,Damaged,236.69
R01159,O002114,P0441,2025-09-12,Wrong size,72.18
R01160,O000670,P0345,2025-09-01,Damaged,18.69
R01161,O018346,P0171,2026-03-31,Not as described,69.43
R01162,O006106,P0003,2024-09-27,Late delivery,48.43
R01163,O012753,P0055,2025-04-11,Changed mind,49.82
R01164,O006342,P0331,2026-07-07,Wrong size,144.85
R01165,O000139,P0415,2025-08-12,Damaged,15.49
R01166,O005147,P0155,2025-01-27,Damaged,66.19
R01167,O014911,P0031,2024-12-13,Wrong size,227.99
R01168,O019765,P0025,2025-02-20,Wrong size,233.69
R01169,O018773,P0030,2024-09-18,Late delivery,43.96
R01170,O015468,P0180,2026-07-24,Changed mind,43.19
R01171,O011430,P0190,2025-01-01,Changed mind,57.89
R01172,O011462,P0106,2025-04-23,Wrong size,18.73
R01173,O009178,P0214,2024-09-23,Late delivery,50.42
R01174,O006511,P0092,2026-04-13,Wrong size,51.15
R01175,O006352,P0179,2025-06-08,Wrong size,68.46
R01176,O012563,P0303,2026-05-31,Not as described,14.59
R01177,O010885,P0355,2024-11-02,Changed mind,152.77
R01178,O010625,P0423,2025-05-11,Late delivery,50.98
R01179,O010346,P0028,2025-05-21,Late delivery,39.91
R01180,O016331,P0365,2024-10-11,Damaged,34.42
R01181,O002766,P0105,2025-05-16,Changed mind,135.62
R01182,O003585,P0073,2026-04-20,Wrong size,33.96
R01183,O014505,P0004,2025-01-19,Wrong size,53.98
R01184,O014954,P0168,2025-06-06,Late delivery,68.78
R01185,O001499,P0279,2026-01-04,Late delivery,18.65
R01186,O019501,P0298,2025-04-03,Not as described,89.13
R01187,O009427,P0110,2026-05-18,Wrong size,97.65
R01188,O002201,P0017,2024-09-20,Late delivery,76.13
R01189,O013647,P0335,2026-05-06,Not as described,145.82
R01190,O008694,P0461,2025-06-02,Not as described,154.47
R01191,O017605,P0475,2025-07-11,Wrong size,20.61
R01192,O006931,P0451,2026-02-28,Damaged,72.51
R01193,O012168,P0437,2024-09-20,Changed mind,61.52
R01194,O005601,P0037,2025-09-06,Changed mind,36.51
R01195,O000154,P0180,2025-06-16,Changed mind,18.22
R01196,O005368,P0427,2025-08-20,Changed mind,6.79
R01197,O009552,P0053,2024-11-30,Late delivery,11.8
R01198,O001203,P0496,2026-07-22,Late delivery,76.44
R01199,O016689,P0087,2026-07-08,Wrong size,53.37
R01200,O018389,P0246,2026-04-22,Not as described,45.83
R01201,O005670,P0241,2024-09-15,Damaged,45.27
R01202,O000937,P0496,2025-12-09,Wrong size,2.62
R01203,O014490,P0300,2025-02-09,Damaged,27.45
R01204,O019642,P0076,2024-12-31,Late delivery,20.19
R01205,O002166,P0354,2024-09-01,Changed mind,105.67
R01206,O001634,P0370,2024-09-20,Damaged,57.71
R01207,O018555,P0325,2026-05-02,Late delivery,27.67
R01208,O013993,P0255,2025-12-20,Changed mind,208.54
R01209,O012983,P0468,2025-11-11,Changed mind,137.07
R01210,O004187,P0473,2026-01-23,Changed mind,19.35
R01211,O018432,P0412,2025-10-27,Late delivery,70.3
R01212,O016814,P0481,2025-07-18,Not as described,18.97
R01213,O009853,P0126,2026-02-14,Wrong size,117.14
R01214,O008915,P0109,2025-12-18,Damaged,121.74
R01215,O009717,P0034,2025-12-19,Damaged,17.34
R01216,O019918,P0268,2025-11-10,Late delivery,63.07
R01217,O009179,P0340,2025-05-27,Wrong size,105.13
R01218,O018062,P0283,2026-06-10,Damaged,11.13
R01219,O018203,P0027,2025-12-25,Wrong size,75.79
R01220,O010745,P0310,2025-04-24,Wrong size,111.7
R01221,O011992,P0481,2026-03-13,Damaged,81.48
R01222,O009776,P0164,2024-10-10,Not as described,48.28
R01223,O008572,P0303,2024-09-04,Damaged,62.66
R01224,O005048,P0397,2026-04-14,Wrong size,42.52
R01225,O015170,P0016,2025-11-06,Wrong size,38.59
R01226,O015125,P0305,2025-01-11,Not as described,110.73
R01227,O002037,P0191,2026-01-03,Wrong size,9.41
R01228,O005397,P0373,2025-10-06,Changed mind,53.01
R01229,O018166,P0162,2024-08-24,Not as described,29.07
R01230,O006627,P0011,2026-02-02,Damaged,24.13
R01231,O010879,P0260,2024-09-12,Late delivery,89.87
R01232,O010018,P0114,2026-07-05,Wrong size,281.1
R01233,O015652,P0119,2026-04-09,Changed mind,33.92
R01234,O018023,P0095,2025-10-12,Wrong size,14.78
R01235,O013169,P0114,2025-09-05,Late delivery,145.97
R01236,O018857,P0048,2025-12-24,Damaged,111.04
R01237,O013599,P0102,2025-04-25,Changed mind,42.69
R01238,O010513,P0169,2025-03-02,Changed mind,140.37
R01239,O000922,P0493,2026-03-16,Changed mind,76.13
R01240,O014953,P0357,2025-11-29,Late delivery,51.89
R01241,O004615,P0263,2025-03-07,Wrong size,168.7
R01242,O018150,P0308,2024-11-20,Changed mind,71.2
R01243,O004162,P0493,2026-03-12,Wrong size,27.83
R01244,O011259,P0037,2024-08-28,Not as described,50.54
R01245,O016864,P0462,2026-07-09,Late delivery,165.37
R01246,O019584,P0333,2025-04-12,Wrong size,41.53
R01247,O007520,P0475,2025-01-19,Damaged,60.59
R01248,O013202,P0435,2025-09-09,Damaged,53.13
R01249,O004468,P0467,2025-08-07,Not as described,86.24
R01250,O006611,P0498,2025-04-02,Late delivery,20.08
R01251,O007847,P0283,2025-11-15,Late delivery,32.41
R01252,O005756,P0063,2026-06-09,Late delivery,38.85
R01253,O015370,P0012,2026-01-11,Not as described,210.82
R01254,O003516,P0325,2025-05-11,Not as described,104.45
R01255,O006029,P0285,2024-12-16,Damaged,25.49
R01256,O009324,P0338,2025-12-02,Damaged,26.03
R01257,O000078,P0182,2025-04-30,Not as described,67.14
R01258,O004441,P0331,2024-09-14,Wrong size,80.72
R01259,O016946,P0252,2025-03-18,Damaged,21.37
R01260,O010178,P0089,2025-10-03,Late delivery,4.16
R01261,O009644,P0314,2025-10-20,Wrong size,19.92
R01262,O018707,P0011,2026-01-30,Not as described,37.37
R01263,O008605,P0268,2025-02-07,Late delivery,60.0
R01264,O011017,P0045,2026-03-24,Late delivery,41.79
R01265,O019814,P0013,2026-03-07,Damaged,103.58
R01266,O019158,P0410,2026-05-02,Damaged,44.57
R01267,O012790,P0493,2024-08-13,Late delivery,13.28
R01268,O013751,P0026,2025-02-13,Changed mind,22.59
R01269,O017106,P0266,2024-08-05,Wrong size,136.49
R01270,O012337,P0301,2025-04-19,Not as described,32.55
R01271,O004391,P0063,2025-06-02,Damaged,24.49
R01272,O014146,P0295,2026-03-19,Wrong size,54.04
R01273,O010138,P0278,2026-05-19,Damaged,28.65
R01274,O011461,P0060,2026-03-28,Damaged,130.1
R01275,O005437,P0045,2025-06-02,Changed mind,65.85
R01276,O006949,P0138,2025-12-19,Wrong size,77.12
R01277,O002227,P0415,2025-04-27,Not as described,42.77
R01278,O011609,P0189,2024-07-14,Wrong size,42.13
R01279,O011588,P0355,2024-11-20,Changed mind,69.79
R01280,O012499,P0472,2026-06-16,Damaged,51.61
R01281,O005128,P0325,2025-01-03,Wrong size,116.42
R01282,O015961,P0269,2024-08-22,Not as described,50.86
R01283,O013321,P0237,2024-11-19,Damaged,48.87
R01284,O017647,P0321,2026-06-25,Not as described,76.59
R01285,O019554,P0496,2024-09-01,Wrong size,127.11
R01286,O000993,P0132,2024-08-20,Changed mind,41.12
R01287,O000792,P0083,2025-09-22,Late delivery,81.0
R01288,O015115,P0206,2026-02-09,Late delivery,151.17
R01289,O006234,P0303,2025-10-03,Wrong size,89.77
R01290,O008259,P0259,2025-01-29,Wrong size,27.87
R01291,O013468,P0110,2025-05-23,Changed mind,120.54
R01292,O001931,P0241,2025-11-07,Damaged,344.96
R01293,O000261,P0106,2025-04-30,Not as described,55.51
R01294,O011946,P0441,2026-06-20,Late delivery,94.52
R01295,O000061,P0377,2025-11-08,Not as described,116.79
R01296,O007170,P0394,2025-05-20,Late delivery,25.9
R01297,O008992,P0028,2025-04-25,Wrong size,46.45
R01298,O004919,P0191,2024-09-30,Damaged,17.58
R01299,O003180,P0226,2024-10-16,Changed mind,42.41
R01300,O017490,P0361,2026-06-08,Not as described,8.9
R01301,O015638,P0249,2025-03-11,Wrong size,51.99
R01302,O011476,P0252,2024-12-09,Damaged,50.81
R01303,O000607,P0024,2026-05-13,Not as described,59.14
R01304,O003683,P0089,2024-10-06,Changed mind,23.95
R01305,O016974,P0484,2024-08-28,Late delivery,176.74
R01306,O001041,P0067,2024-12-25,Damaged,163.33
R01307,O000848,P0487,2024-08-26,Wrong size,47.52
R01308,O019447,P0023,2026-06-08,Changed mind,65.62
R01309,O000666,P0374,2025-04-04,Not as described,64.93
R01310,O017435,P0484,2026-01-08,Not as described,105.4
R01311,O000514,P0107,2025-06-10,Wrong size,67.8
R01312,O015412,P0202,2026-01-24,Wrong size,120.4
R01313,O000038,P0290,2026-06-07,Not as described,39.4
R01314,O012628,P0367,2024-11-20,Not as described,30.91
R01315,O007199,P0043,2025-10-23,Changed mind,48.76
R01316,O006891,P0054,2025-01-16,Damaged,289.15
R01317,O013798,P0085,2025-10-15,Late delivery,3.2
R01318,O003682,P0379,2025-12-22,Wrong size,116.51
R01319,O006947,P0226,2024-10-29,Changed mind,20.85
R01320,O014053,P0177,2025-07-24,Not as described,45.27
R01321,O006213,P0228,2025-08-04,Damaged,122.4
R01322,O013279,P0267,2025-08-23,Not as described,79.5
R01323,O008363,P0291,2025-01-01,Late delivery,84.81
R01324,O016770,P0039,2026-05-03,Not as described,73.81
R01325,O006727,P0015,2026-02-13,Wrong size,63.06
R01326,O001656,P0231,2025-01-12,Not as described,62.82
R01327,O015894,P0389,2025-03-16,Wrong size,23.16
R01328,O007889,P0447,2025-12-02,Wrong size,44.48
R01329,O016080,P0312,2025-02-17,Damaged,75.41
R01330,O010961,P0373,2026-05-25,Late delivery,30.22
R01331,O006859,P0360,2026-03-28,Wrong size,140.05
R01332,O009346,P0419,2024-08-22,Changed mind,78.81
R01333,O019818,P0491,2025-06-10,Wrong size,17.9
R01334,O004515,P0046,2026-07-17,Damaged,31.48
R01335,O004833,P0448,2025-11-14,Not as described,7.98
R01336,O002542,P0290,2025-08-06,Not as described,128.78
R01337,O016718,P0223,2024-11-13,Changed mind,153.84
R01338,O000995,P0011,2026-03-29,Damaged,81.05
R01339,O008155,P0387,2026-07-05,Changed mind,63.84
R01340,O012462,P0495,2024-12-03,Wrong size,45.78
R01341,O017370,P0479,2025-07-06,Late delivery,75.18
R01342,O004901,P0326,2024-10-13,Changed mind,211.21
R01343,O006344,P0178,2024-08-27,Late delivery,83.45
R01344,O002812,P0043,2025-12-20,Late delivery,39.84
R01345,O012971,P0180,2024-11-26,Wrong size,61.69
R01346,O001348,P0118,2026-04-07,Late delivery,86.13
R01347,O007662,P0211,2026-07-22,Late delivery,94.72
R01348,O008813,P0069,2025-12-28,Damaged,28.01
R01349,O017124,P0460,2025-09-29,Changed mind,57.41
R01350,O000423,P0235,2024-12-27,Damaged,33.39
R01351,O007845,P0066,2026-03-05,Damaged,122.09
R01352,O018560,P0286,2026-03-06,Wrong size,96.06
R01353,O010690,P0153,2025-10-31,Wrong size,35.5
R01354,O011454,P0152,2025-09-23,Wrong size,34.06
R01355,O012682,P0071,2025-11-02,Changed mind,113.57
R01356,O002764,P0498,2026-04-05,Damaged,75.9
R01357,O009474,P0131,2024-10-15,Changed mind,53.92
R01358,O000081,P0207,2025-09-17,Damaged,67.28
R01359,O017458,P0034,2024-09-29,Damaged,172.42
R01360,O004457,P0008,2024-08-27,Wrong size,69.91
R01361,O013452,P0128,2025-03-29,Late delivery,37.99
R01362,O016638,P0238,2025-09-25,Not as described,58.98
R01363,O007691,P0049,2025-11-17,Late delivery,19.79
R01364,O008338,P0395,2026-01-25,Wrong size,80.65
R01365,O006157,P0126,2026-06-28,Damaged,31.56
R01366,O011524,P0326,2026-07-12,Late delivery,15.42
R01367,O013498,P0279,2024-12-23,Late delivery,11.97
R01368,O007843,P0408,2024-12-29,Late delivery,27.83
R01369,O017857,P0234,2025-04-03,Not as described,188.84
R01370,O001261,P0002,2025-12-25,Not as described,34.74
R01371,O000679,P0310,2026-01-26,Not as described,11.53
R01372,O010392,P0494,2025-06-27,Damaged,100.55
R01373,O012954,P0246,2026-03-21,Not as described,45.53
R01374,O015764,P0345,2025-03-03,Not as described,119.32
R01375,O013611,P0346,2025-01-18,Changed mind,59.68
R01376,O012929,P0276,2024-07-28,Changed mind,29.58
R01377,O007574,P0447,2025-08-28,Not as described,134.67
R01378,O016222,P0308,2025-09-02,Changed mind,80.52
R01379,O019624,P0275,2026-06-09,Not as described,49.82
R01380,O005817,P0077,2025-10-29,Changed mind,322.6
R01381,O002281,P0067,2025-01-19,Changed mind,156.03
R01382,O011870,P0058,2025-10-24,Wrong size,231.75
R01383,O011892,P0362,2025-11-13,Wrong size,22.07
R01384,O012441,P0439,2025-08-15,Wrong size,70.47
R01385,O003517,P0441,2025-01-14,Late delivery,98.74
R01386,O011612,P0064,2024-08-04,Damaged,78.48
R01387,O006221,P0478,2025-07-13,Late delivery,25.3
R01388,O002418,P0186,2025-10-10,Wrong size,238.77
R01389,O000326,P0264,2026-01-28,Damaged,8.63
R01390,O009611,P0451,2025-03-28,Wrong size,6.11
R01391,O010587,P0381,2025-03-12,Wrong size,39.14
R01392,O010424,P0499,2025-12-31,Late delivery,47.63
R01393,O001178,P0253,2025-09-03,Changed mind,50.28
R01394,O013396,P0167,2025-12-27,Late delivery,50.59
R01395,O008442,P0432,2026-05-16,Late delivery,212.98
R01396,O000544,P0175,2025-03-20,Changed mind,62.69
R01397,O016272,P0397,2024-08-30,Wrong size,51.75
R01398,O005520,P0223,2024-11-21,Damaged,100.4
R01399,O002253,P0296,2025-01-24,Not as described,79.58
R01400,O013523,P0472,2024-08-27,Not as described,90.79
R01401,O001588,P0176,2024-09-28,Damaged,23.74
R01402,O014746,P0189,2025-06-08,Damaged,80.09
R01403,O011673,P0025,2024-07-31,Late delivery,3.07
R01404,O003000,P0465,2026-02-05,Late delivery,123.46
R01405,O010669,P0150,2025-11-02,Not as described,163.65
R01406,O003198,P0370,2026-01-03,Not as described,142.43
R01407,O016300,P0027,2024-09-26,Not as described,128.37
R01408,O016597,P0284,2025-06-28,Damaged,153.64
R01409,O008892,P0376,2025-06-30,Changed mind,66.21
R01410,O013334,P0235,2024-10-25,Not as described,66.8
R01411,O010177,P0179,2024-12-25,Not as described,31.0
R01412,O009036,P0478,2024-12-13,Not as described,48.05
R01413,O002467,P0197,2025-10-25,Not as described,99.63
R01414,O017974,P0144,2026-04-03,Changed mind,77.85
R01415,O000483,P0236,2026-03-11,Damaged,9.58
R01416,O001744,P0139,2024-11-10,Changed mind,31.92
R01417,O000189,P0475,2024-12-07,Late delivery,170.08
R01418,O005478,P0340,2025-09-27,Wrong size,38.04
R01419,O008630,P0353,2025-08-24,Changed mind,106.56
R01420,O006128,P0069,2026-06-06,Changed mind,14.91
R01421,O009146,P0302,2026-04-21,Damaged,67.83
R01422,O006718,P0184,2025-11-11,Late delivery,54.09
R01423,O018863,P0401,2025-08-21,Not as described,25.13
R01424,O018280,P0422,2025-04-20,Wrong size,42.78
R01425,O019235,P0470,2024-08-30,Damaged,90.4
R01426,O008386,P0150,2026-03-24,Not as described,59.41
R01427,O012791,P0139,2025-08-13,Damaged,22.89
R01428,O009568,P0148,2024-12-12,Changed mind,127.87
R01429,O001662,P0214,2025-02-02,Late delivery,62.27
R01430,O014811,P0146,2026-02-27,Late delivery,43.39
R01431,O008921,P0413,2025-03-17,Wrong size,53.39
R01432,O011710,P0074,2026-06-18,Not as described,214.77
R01433,O011014,P0425,2025-07-15,Not as described,30.8
R01434,O003574,P0252,2025-07-22,Damaged,24.36
R01435,O019055,P0290,2025-08-06,Changed mind,87.52
R01436,O017482,P0321,2025-11-13,Not as described,102.28
R01437,O002361,P0181,2024-10-31,Late delivery,75.96
R01438,O019340,P0173,2026-03-13,Not as described,122.09
R01439,O012143,P0194,2025-03-07,Damaged,23.27
R01440,O016678,P0267,2026-03-07,Changed mind,36.09
R01441,O001633,P0367,2025-02-13,Wrong size,64.64
R01442,O000268,P0195,2026-07-10,Late delivery,73.14
R01443,O009582,P0456,2024-11-19,Late delivery,80.4
R01444,O007981,P0260,2025-08-21,Wrong size,26.78
R01445,O000379,P0489,2025-09-04,Late delivery,111.15
R01446,O014992,P0016,2024-09-26,Damaged,140.89
R01447,O010778,P0003,2025-04-04,Late delivery,37.31
R01448,O011518,P0165,2025-04-09,Changed mind,82.56
R01449,O000688,P0367,2025-10-16,Damaged,52.6
R01450,O010147,P0359,2026-01-13,Wrong size,147.86
R01451,O010582,P0213,2025-08-23,Wrong size,6.24
R01452,O016003,P0286,2025-04-27,Changed mind,25.29
R01453,O009845,P0396,2025-08-10,Damaged,38.75
R01454,O008126,P0281,2026-05-24,Not as described,74.1
R01455,O014199,P0065,2024-09-01,Changed mind,130.53
R01456,O006479,P0373,2024-10-30,Late delivery,5.4
R01457,O010818,P0001,2025-01-07,Damaged,91.15
R01458,O009236,P0249,2026-05-01,Changed mind,59.18
R01459,O001990,P0116,2025-07-12,Late delivery,21.56
R01460,O017048,P0015,2025-12-02,Not as described,20.29
R01461,O002992,P0226,2026-03-09,Not as described,17.56
R01462,O014648,P0249,2024-12-18,Damaged,40.83
