customer_id,signup_date,region,age_group,acquisition_channel,loyalty_tier
C02594,2025-02-08,Central,35-44,Email,Silver
C02595,2024-10-30,East,45-54,Referral,Gold
C02596,2025-06-30,West,25-34,Referral,Silver
C02597,2025-12-10,West,,Email,Silver
C02598,2026-06-07,West,25-34,Paid Search,Silver
C02599,2025-04-10,West,35-44,Email,Bronze
C02600,2026-03-22,East,18-24,Paid Search,Silver
C02601,2024-12-04,South,18-24,Social,Bronze
C02602,2026-01-20,North,55+,Social,Silver
C02603,2025-08-15,East,25-34,Referral,Bronze
C02604,2026-01-04,West,45-54,Social,Bronze
C02605,2026-01-02,East,18-24,Referral,Silver
C02606,2025-07-24,North,55+,Referral,Bronze
C02607,2025-01-04,South,25-34,Referral,Bronze
C02608,2025-07-19,East,25-34,Organic,Bronze
C02609,2026-02-23,West,45-54,Email,Gold
C02610,2026-06-08,North,25-34,Paid Search,Bronze
C02611,2026-05-08,East,35-44,Social,Bronze
C02612,2024-11-10,West,45-54,Social,Platinum
C02613,2025-09-09,Central,18-24,Paid Search,Gold
C02614,2024-09-15,North,18-24,Referral,Bronze
C02615,2025-10-31,Central,45-54,Referral,Bronze
C02616,2026-06-24,East,25-34,Social,Bronze
C02617,2024-08-08,West,55+,Organic,Gold
C02618,2025-10-22,North,55+,Organic,Bronze
C02619,2026-05-21,East,55+,Paid Search,Bronze
C02620,2026-03-10,East,55+,Referral,Bronze
C02621,2025-04-13,South,55+,Social,Silver
C02622,2024-09-14,East,25-34,Organic,Bronze
C02623,2026-05-05,East,55+,Social,Silver
C02624,2026-05-03,East,25-34,Referral,Bronze
C02625,2025-08-27,North,35-44,Social,Silver
C02626,2026-06-14,East,18-24,Social,Gold
C02627,2024-07-04,North,55+,Organic,Bronze
C02628,2025-09-23,Central,35-44,Referral,Bronze
C02629,2024-07-29,Central,55+,Organic,Bronze
C02630,2026-05-14,South,25-34,Referral,Silver
C02631,2025-11-09,North,25-34,Paid Search,Bronze
C02632,2026-04-27,North,35-44,Organic,Silver
C02633,2025-08-15,East,55+,Paid Search,Bronze
C02634,2024-08-30,West,35-44,Organic,Silver
C02635,2024-07-20,East,45-54,Organic,Silver
C02636,2025-03-02,North,25-34,Organic,Bronze
C02637,2025-12-24,North,45-54,Email,Bronze
C02638,2024-10-19,North,45-54,Referral,Silver
C02639,2026-03-14,West,55+,Paid Search,Bronze
C02640,2024-12-22,East,18-24,Email,Silver
C02641,2025-06-27,East,,Paid Search,Gold
C02642,2024-11-26,South,18-24,Social,Bronze
C02643,2025-06-05,Central,35-44,Paid Search,Bronze
C02644,2025-05-26,South,45-54,Referral,Bronze
C02645,2024-07-04,West,45-54,Social,Bronze
C02646,2025-08-18,Central,45-54,Social,Gold
C02647,2026-01-25,East,45-54,Referral,Gold
C02648,2026-05-14,Central,55+,Email,Bronze
C02649,2025-02-27,South,55+,Organic,Gold
C02650,2026-04-03,West,35-44,Organic,Bronze
C02651,2026-04-02,North,55+,Paid Search,Platinum
C02652,2026-06-21,East,18-24,Organic,Gold
C02653,2025-03-29,North,45-54,Email,Bronze
C02654,2026-03-13,North,35-44,Social,Silver
C02655,2025-08-16,North,,Organic,Silver
C02656,2024-08-12,South,35-44,Social,Bronze
C02657,2025-01-14,East,18-24,Referral,Bronze
C02658,2025-11-02,East,45-54,Referral,Silver
C02659,2024-10-26,South,55+,Referral,Bronze
C02660,2025-05-13,Central,18-24,Referral,Bronze
C02661,2026-01-16,Central,18-24,Email,Bronze
C02662,2024-10-18,North,45-54,Referral,Silver
C02663,2025-06-28,South,35-44,Referral,Bronze
C02664,2024-12-04,West,35-44,Email,Bronze
C02665,2025-07-27,West,,Social,Bronze
C02666,2024-12-23,South,35-44,Referral,Bronze
C02667,2026-06-04,West,35-44,Social,Silver
C02668,2024-08-25,North,55+,Organic,Bronze
C02669,2026-06-03,South,25-34,Organic,Silver
C02670,2026-01-29,West,25-34,Social,Bronze
C02671,2026-03-16,East,18-24,Organic,Silver
C02672,2026-03-13,West,35-44,Organic,Bronze
C02673,2024-11-14,North,45-54,Paid Search,Gold
C02674,2026-05-10,North,25-34,Social,Bronze
C02675,2025-09-07,North,45-54,Social,Gold
C02676,2026-06-02,North,55+,Social,Bronze
C02677,2026-04-02,North,18-24,Social,Bronze
C02678,2025-08-27,East,35-44,Referral,Silver
C02679,2025-03-30,East,45-54,Paid Search,Bronze
C02680,2024-09-24,West,18-24,Social,Bronze
C02681,2024-09-12,South,18-24,Email,Silver
C02682,2025-04-11,North,25-34,Paid Search,Silver
C02683,2026-02-12,West,18-24,Organic,Silver
C02684,2025-07-04,North,25-34,Organic,Platinum
C02685,2025-06-17,West,18-24,Paid Search,Bronze
C02686,2024-12-26,North,55+,Paid Search,Bronze
C02687,2025-08-16,East,35-44,Organic,Silver
C02688,2025-10-09,Central,25-34,Paid Search,Bronze
C02689,2026-06-16,East,45-54,Email,Bronze
C02690,2025-12-14,East,18-24,Referral,Bronze
C02691,2025-09-16,West,35-44,Social,Bronze
C02692,2026-04-25,North,45-54,Organic,Bronze
C02693,2025-05-06,West,55+,Email,Bronze
C02694,2026-05-13,Central,25-34,Organic,Silver
C02695,2025-03-27,Central,35-44,Organic,Silver
C02696,2024-10-02,East,45-54,Social,Gold
C02697,2025-05-01,South,45-54,Social,Bronze
C02698,2024-10-02,West,18-24,Paid Search,Bronze
C02699,2024-09-25,East,55+,Referral,Silver
C02700,2026-04-04,South,25-34,Organic,Bronze
C02701,2026-01-31,North,25-34,Organic,Bronze
C02702,2024-12-09,North,18-24,Social,Silver
C02703,2026-03-03,East,18-24,Social,Silver
C02704,2024-08-20,North,25-34,Referral,Bronze
C02705,2025-01-24,North,18-24,Organic,Silver
C02706,2025-11-27,North,45-54,Social,Silver
C02707,2025-02-07,Central,35-44,Organic,Gold
C02708,2025-12-15,North,25-34,Organic,Bronze
C02709,2026-03-30,North,35-44,Social,Silver
C02710,2024-08-18,East,45-54,Email,Silver
C02711,2024-07-18,South,18-24,Organic,Bronze
C02712,2026-05-17,Central,25-34,Referral,Silver
C02713,2025-07-15,Central,55+,Social,Silver
C02714,2025-07-05,South,18-24,Social,Bronze
C02715,2025-06-04,East,55+,Referral,Bronze
C02716,2025-05-13,South,55+,Paid Search,Bronze
C02717,2025-11-16,North,25-34,Paid Search,Silver
C02718,2025-08-27,South,25-34,Email,Bronze
C02719,2024-10-28,North,25-34,Organic,Bronze
C02720,2025-09-30,North,35-44,Referral,Bronze
C02721,2025-10-31,East,25-34,Referral,Silver
C02722,2024-09-21,North,45-54,Referral,Silver
C02723,2025-04-01,North,25-34,Social,Bronze
C02724,2026-01-28,East,55+,Email,Bronze
C02725,2025-09-25,East,55+,Referral,Bronze
C02726,2024-10-08,North,35-44,Organic,Bronze
C02727,2024-07-30,North,35-44,Paid Search,Silver
C02728,2025-08-28,North,18-24,Social,Bronze
C02729,2025-06-02,South,18-24,Email,Silver
C02730,2026-06-01,West,35-44,Email,Silver
C02731,2025-07-16,Central,35-44,Referral,Gold
C02732,2026-05-11,South,25-34,Social,Bronze
C02733,2024-12-04,South,18-24,Organic,Bronze
C02734,2025-05-23,West,55+,Organic,Bronze
C02735,2024-10-10,East,35-44,Referral,Gold
C02736,2025-08-23,North,35-44,Social,Silver
C02737,2024-11-15,North,35-44,Email,Silver
C02738,2025-06-24,East,35-44,Social,Silver
C02739,2025-03-08,East,45-54,Referral,Bronze
C02740,2024-11-13,North,45-54,Paid Search,Silver
C02741,2024-09-09,South,35-44,Organic,Silver
C02742,2025-07-09,South,18-24,Email,Bronze
C02743,2026-05-22,South,55+,Social,Gold
C02744,2024-11-22,East,25-34,Referral,Gold
C02745,2025-04-22,West,18-24,Organic,Gold
C02746,2024-12-11,East,18-24,Paid Search,Silver
C02747,2026-02-10,North,45-54,Referral,Bronze
C02748,2025-04-29,North,25-34,Referral,Silver
C02749,2026-06-11,West,18-24,Organic,Bronze
C02750,2024-12-26,East,55+,Referral,Silver
C02751,2024-08-28,North,25-34,Organic,Bronze
C02752,2025-08-29,South,55+,Organic,Gold
C02753,2025-10-19,West,55+,Referral,Bronze
C02754,2026-06-23,West,18-24,Organic,Bronze
C02755,2026-03-28,West,45-54,Paid Search,Bronze
C02756,2026-04-06,East,,Organic,Silver
C02757,2025-10-06,East,18-24,Social,Bronze
C02758,2025-03-20,East,25-34,Organic,Bronze
C02759,2025-05-09,North,35-44,Paid Search,Bronze
C02760,2024-10-06,West,18-24,Paid Search,Bronze
C02761,2025-05-11,East,45-54,Email,Gold
C02762,2025-03-23,North,25-34,Social,Bronze
C02763,2024-07-27,Central,55+,Organic,Bronze
C02764,2024-11-27,South,55+,Social,Bronze
C02765,2025-07-25,North,45-54,Social,Bronze
C02766,2025-03-27,South,18-24,Paid Search,Bronze
C02767,2026-06-25,West,18-24,Social,Bronze
C02768,2025-06-14,Central,18-24,Paid Search,Bronze
C02769,2026-05-30,East,35-44,Paid Search,Bronze
C02770,2025-10-25,Central,45-54,Email,Bronze
C02771,2024-07-30,West,18-24,Paid Search,Silver
C02772,2024-11-26,West,45-54,Paid Search,Bronze
C02773,2025-11-27,West,18-24,Organic,Silver
C02774,2025-08-02,South,25-34,Email,Silver
C02775,2025-02-05,West,35-44,Email,Gold
C02776,2025-07-16,East,55+,Email,Bronze
C02777,2026-04-20,West,45-54,Organic,Silver
C02778,2025-04-10,North,35-44,Social,Gold
C02779,2024-08-02,West,18-24,Paid Search,Platinum
C02780,2025-02-12,Central,25-34,Email,Silver
C02781,2026-05-14,South,45-54,Paid Search,Bronze
C02782,2026-01-07,Central,18-24,Social,Gold
C02783,2026-03-03,South,45-54,Social,Silver
C02784,2026-04-26,North,45-54,Email,Bronze
C02785,2024-09-24,North,45-54,Email,Bronze
C02786,2025-01-23,West,25-34,Referral,Gold
C02787,2024-08-13,East,25-34,Social,Bronze
C02788,2024-07-04,South,18-24,Referral,Silver
C02789,2026-03-01,East,25-34,Referral,Bronze
C02790,2026-05-15,South,35-44,Social,Silver
C02791,2024-10-22,East,18-24,Email,Bronze
C02792,2025-12-09,West,35-44,Referral,Silver
C02793,2025-07-25,West,25-34,Referral,Bronze
C02794,2024-08-20,West,,Paid Search,Gold
C02795,2026-04-29,East,25-34,Email,Bronze
C02796,2026-03-28,Central,55+,Social,Bronze
C02797,2025-08-18,South,25-34,Organic,Bronze
C02798,2025-11-29,South,55+,Paid Search,Bronze
C02799,2025-04-16,North,18-24,Referral,Platinum
C02800,2026-01-29,East,18-24,Referral,Bronze
C02801,2025-05-21,East,18-24,Email,Bronze
C02802,2026-06-22,West,35-44,Referral,Silver
C02803,2024-08-16,South,55+,Social,Bronze
C02804,2024-11-03,North,18-24,Email,Bronze
C02805,2026-06-07,West,45-54,Organic,Silver
C02806,2025-01-27,Central,45-54,Paid Search,Bronze
C02807,2025-02-12,South,25-34,Organic,Gold
C02808,2026-01-28,North,25-34,Referral,Silver
C02809,2024-11-16,South,55+,Email,Bronze
C02810,2025-07-10,East,45-54,Referral,Silver
C02811,2025-01-25,South,25-34,Social,Gold
C02812,2024-11-22,South,55+,Social,Bronze
C02813,2026-06-04,West,35-44,Email,Silver
C02814,2024-11-23,South,18-24,Social,Bronze
C02815,2024-09-07,South,55+,Paid Search,Bronze
C02816,2025-11-04,North,55+,Paid Search,Silver
C02817,2026-03-25,Central,35-44,Social,Bronze
C02818,2024-10-01,South,45-54,Organic,Bronze
C02819,2025-11-29,South,25-34,Organic,Bronze
C02820,2025-07-30,North,55+,Organic,Silver
C02821,2026-02-26,West,25-34,Organic,Silver
C02822,2024-10-01,West,25-34,Organic,Bronze
C02823,2026-06-12,North,35-44,Organic,Bronze
C02824,2025-09-25,North,25-34,Organic,Gold
C02825,2026-03-06,North,45-54,Referral,Bronze
C02826,2025-03-21,East,45-54,Organic,Bronze
C02827,2026-05-19,Central,35-44,Social,Bronze
C02828,2025-09-30,East,45-54,Organic,Silver
C02829,2024-10-01,South,35-44,Referral,Bronze
C02830,2026-05-04,West,55+,Paid Search,Gold
C02831,2026-02-01,West,25-34,Email,Silver
C02832,2025-02-04,South,45-54,Email,Bronze
C02833,2025-08-02,North,35-44,Email,Silver
C02834,2025-04-09,South,55+,Email,Bronze
C02835,2025-08-01,West,25-34,Social,Bronze
C02836,2026-06-04,West,18-24,Email,Silver
C02837,2026-04-17,West,55+,Referral,Bronze
C02838,2024-12-05,West,55+,Paid Search,Gold
C02839,2026-06-09,South,45-54,Referral,Silver
C02840,2025-05-16,South,35-44,Referral,Bronze
C02841,2025-11-26,North,35-44,Email,Platinum
C02842,2026-01-09,West,45-54,Referral,Bronze
C02843,2025-06-18,East,45-54,Organic,Bronze
C02844,2025-05-29,South,25-34,Social,Bronze
C02845,2025-05-29,North,18-24,Email,Gold
C02846,2026-03-21,West,18-24,Referral,Bronze
C02847,2025-04-08,West,25-34,Organic,Bronze
C02848,2025-01-21,West,45-54,Referral,Bronze
C02849,2025-03-21,North,35-44,Organic,Bronze
C02850,2024-11-20,Central,45-54,Paid Search,Bronze
C02851,2025-04-12,West,35-44,Email,Silver
C02852,2024-09-22,West,25-34,Paid Search,Gold
C02853,2024-09-04,West,45-54,Referral,Silver
C02854,2025-12-10,Central,45-54,Referral,Bronze
C02855,2024-08-26,Central,55+,Organic,Bronze
C02856,2025-08-19,East,55+,Paid Search,Bronze
C02857,2026-01-20,South,25-34,Organic,Bronze
C02858,2025-12-11,South,45-54,Email,Silver
C02859,2025-05-22,West,25-34,Referral,Bronze
C02860,2024-11-19,West,55+,Email,Gold
C02861,2026-05-10,North,45-54,Organic,Bronze
C02862,2026-03-01,North,55+,Organic,Silver
C02863,2025-09-20,Central,25-34,Organic,Gold
C02864,2024-09-02,Central,18-24,Social,Silver
C02865,2024-07-26,Central,18-24,Email,Gold
C02866,2025-02-15,East,35-44,Organic,Silver
C02867,2024-10-23,West,55+,Referral,Silver
C02868,2026-03-20,West,,Paid Search,Bronze
C02869,2024-11-28,South,55+,Social,Bronze
C02870,2025-01-23,North,35-44,Email,Gold
C02871,2026-06-12,Central,55+,Social,Bronze
C02872,2026-02-17,North,55+,Social,Gold
C02873,2024-12-07,East,25-34,Paid Search,Bronze
C02874,2025-04-06,West,55+,Social,Silver
C02875,2025-07-11,West,18-24,Paid Search,Bronze
C02876,2025-10-28,South,35-44,Paid Search,Gold
C02877,2026-05-14,West,35-44,Email,Bronze
C02878,2026-03-28,North,25-34,Referral,Bronze
C02879,2026-06-13,West,55+,Referral,Gold
C02880,2024-07-30,North,45-54,Paid Search,Bronze
C02881,2024-12-20,West,18-24,Paid Search,Bronze
C02882,2025-08-15,West,18-24,Organic,Gold
C02883,2024-08-05,North,18-24,Paid Search,Gold
C02884,2025-03-17,South,25-34,Social,Bronze
C02885,2024-10-20,West,18-24,Paid Search,Silver
C02886,2026-05-12,North,25-34,Email,Bronze
C02887,2024-08-16,North,45-54,Organic,Bronze
C02888,2024-10-17,East,55+,Social,Silver
C02889,2024-11-20,Central,45-54,Paid Search,Bronze
C02890,2024-10-17,East,35-44,Social,Bronze
C02891,2025-08-19,South,45-54,Organic,Bronze
C02892,2025-03-23,Central,55+,Social,Gold
C02893,2026-04-27,East,18-24,Email,Silver
C02894,2025-01-07,East,55+,Referral,Bronze
C02895,2025-07-27,South,45-54,Paid Search,Gold
C02896,2025-10-25,South,25-34,Social,Silver
C02897,2025-09-30,South,35-44,Email,Bronze
C02898,2026-02-01,West,35-44,Social,Gold
C02899,2024-11-25,North,18-24,Social,Bronze
C02900,2025-07-05,West,25-34,Paid Search,Bronze
C02901,2026-02-04,North,25-34,Referral,Bronze
C02902,2026-03-22,South,18-24,Email,Bronze
C02903,2025-09-24,North,35-44,Referral,Silver
C02904,2025-10-19,East,35-44,Email,Silver
C02905,2026-03-22,West,25-34,Paid Search,Gold
C02906,2025-09-29,South,18-24,Paid Search,Bronze
C02907,2026-05-23,North,55+,Organic,Bronze
C02908,2024-10-02,North,45-54,Email,Bronze
C02909,2025-03-11,West,35-44,Email,Bronze
C02910,2024-09-20,South,45-54,Paid Search,Gold
C02911,2024-09-05,West,25-34,Organic,Silver
C02912,2025-06-10,South,25-34,Referral,Silver
C02913,2024-12-12,North,45-54,Paid Search,Silver
C02914,2025-04-23,West,45-54,Social,Bronze
C02915,2025-05-16,East,45-54,Organic,Bronze
C02916,2025-09-26,North,35-44,Organic,Bronze
C02917,2026-05-21,Central,18-24,Referral,Silver
C02918,2026-03-12,North,45-54,Email,Bronze
C02919,2025-04-02,South,45-54,Organic,Bronze
C02920,2025-02-23,South,35-44,Organic,Silver
C02921,2026-01-13,East,25-34,Social,Bronze
C02922,2024-09-29,West,55+,Email,Bronze
C02923,2025-07-30,North,25-34,Social,Bronze
C02924,2025-05-05,Central,25-34,Referral,Bronze
C02925,2024-11-11,West,45-54,Email,Bronze
C02926,2025-09-23,Central,35-44,Email,Gold
C02927,2025-02-19,West,35-44,Paid Search,Silver
C02928,2024-11-13,Central,45-54,Email,Bronze
C02929,2025-10-20,East,25-34,Referral,Silver
C02930,2024-11-04,South,18-24,Organic,Silver
C02931,2025-11-03,East,18-24,Email,Silver
C02932,2024-10-27,West,55+,Referral,Gold
C02933,2025-05-13,East,35-44,Social,Silver
C02934,2026-02-10,West,35-44,Email,Bronze
C02935,2024-12-14,North,25-34,Paid Search,Bronze
C02936,2026-01-11,West,45-54,Organic,Bronze
C02937,2025-12-09,North,55+,Referral,Bronze
C02938,2026-04-20,Central,45-54,Paid Search,Gold
C02939,2024-11-01,North,35-44,Email,Silver
C02940,2025-12-04,North,35-44,Paid Search,Bronze
C02941,2026-05-14,West,55+,Paid Search,Gold
C02942,2026-01-08,West,55+,Email,Silver
C02943,2024-11-14,West,25-34,Paid Search,Bronze
C02944,2026-02-20,Central,55+,Referral,Gold
C02945,2024-09-17,South,55+,Organic,Bronze
C02946,2025-09-03,West,55+,Organic,Bronze
C02947,2025-06-28,South,18-24,Organic,Bronze
C02948,2025-07-23,East,18-24,Paid Search,Gold
C02949,2025-07-14,East,25-34,Organic,Bronze
C02950,2024-07-23,North,45-54,Paid Search,Bronze
C02951,2025-07-06,East,18-24,Organic,Silver
C02952,2026-05-14,West,18-24,Email,Gold
C02953,2025-05-15,North,18-24,Organic,Bronze
C02954,2025-01-18,Central,18-24,Referral,Bronze
C02955,2026-06-26,East,55+,Referral,Gold
C02956,2024-09-11,North,45-54,Email,Silver
C02957,2025-06-20,West,45-54,Email,Bronze
C02958,2025-07-09,North,25-34,Email,Bronze
C02959,2025-06-14,North,45-54,Referral,Bronze
C02960,2026-05-03,West,45-54,Social,Silver
C02961,2025-05-04,North,35-44,Email,Silver
C02962,2026-06-10,North,55+,Social,Silver
C02963,2024-08-18,West,35-44,Email,Bronze
C02964,2025-12-18,North,25-34,Paid Search,Silver
C02965,2025-09-06,West,45-54,Organic,Bronze
C02966,2024-12-23,West,,Referral,Gold
C02967,2024-12-14,North,55+,Email,Bronze
C02968,2025-12-07,East,35-44,Email,Bronze
C02969,2025-10-08,North,35-44,Paid Search,Bronze
C02970,2025-09-19,West,55+,Email,Bronze
C02971,2024-08-07,North,45-54,Social,Bronze
C02972,2025-09-09,Central,35-44,Organic,Silver
C02973,2026-06-16,North,25-34,Referral,Gold
C02974,2024-07-13,West,55+,Referral,Bronze
C02975,2025-06-07,North,55+,Referral,Bronze
C02976,2025-06-26,North,18-24,Social,Bronze
C02977,2026-04-15,East,18-24,Paid Search,Silver
C02978,2025-01-23,East,18-24,Organic,Bronze
C02979,2025-06-12,Central,25-34,Email,Bronze
C02980,2025-12-05,North,18-24,Referral,Bronze
C02981,2024-08-13,North,55+,Organic,Bronze
C02982,2026-02-04,South,55+,Email,Silver
C02983,2026-02-20,South,18-24,Organic,Bronze
C02984,2025-12-07,Central,55+,Email,Bronze
C02985,2025-10-16,Central,18-24,Organic,Silver
C02986,2025-12-28,Central,45-54,Referral,Bronze
C02987,2026-01-21,North,25-34,Organic,Silver
C02988,2026-04-20,South,18-24,Social,Bronze
C02989,2025-05-09,West,35-44,Email,Gold
C02990,2025-05-29,South,55+,Referral,Silver
C02991,2025-10-09,West,55+,Paid Search,Bronze
C02992,2024-11-18,South,18-24,Referral,Gold
C02993,2026-03-17,South,55+,Organic,Bronze
C02994,2026-01-13,West,25-34,Social,Bronze
C02995,2025-10-04,South,35-44,Referral,Silver
C02996,2025-02-05,Central,18-24,Paid Search,Silver
C02997,2025-03-11,South,55+,Social,Bronze
C02998,2025-05-14,North,45-54,Social,Bronze
C02999,2025-10-26,South,45-54,Paid Search,Bronze
C03000,2026-01-19,North,45-54,Email,Silver
C03001,2025-11-02,East,55+,Social,Gold
C03002,2026-05-09,North,18-24,Email,Bronze
C03003,2026-06-01,East,25-34,Social,Platinum
C03004,2025-11-26,West,18-24,Referral,Bronze
C03005,2025-03-28,South,35-44,Social,Silver
C03006,2025-09-10,North,35-44,Email,Gold
C03007,2025-05-06,South,18-24,Email,Silver
C03008,2025-10-02,West,45-54,Referral,Bronze
C03009,2026-02-13,East,18-24,Referral,Bronze
C03010,2025-03-27,North,45-54,Paid Search,Bronze
C03011,2025-07-04,East,45-54,Paid Search,Silver
C03012,2024-08-03,East,55+,Paid Search,Platinum
C03013,2025-12-19,South,18-24,Social,Bronze
C03014,2025-06-23,North,55+,Social,Bronze
C03015,2025-06-01,Central,35-44,Organic,Bronze
C03016,2025-07-24,North,55+,Referral,Silver
C03017,2024-12-05,North,45-54,Referral,Silver
C03018,2025-09-09,North,45-54,Email,Bronze
C03019,2025-12-26,East,18-24,Paid Search,Silver
C03020,2025-03-12,East,45-54,Referral,Bronze
C03021,2024-10-04,South,35-44,Paid Search,Silver
C03022,2025-04-09,East,55+,Paid Search,Bronze
C03023,2024-11-22,West,45-54,Referral,Bronze
C03024,2025-03-30,South,18-24,Referral,Silver
C03025,2025-09-30,Central,55+,Social,Silver
C03026,2024-09-21,South,18-24,Organic,Bronze
C03027,2025-12-27,North,25-34,Organic,Silver
C03028,2024-12-11,Central,25-34,Referral,Bronze
C03029,2026-04-14,West,55+,Paid Search,Bronze
C03030,2025-12-16,South,18-24,Email,Gold
C03031,2025-01-15,West,55+,Paid Search,Gold
C03032,2025-08-15,East,25-34,Social,Bronze
C03033,2024-09-19,South,45-54,Referral,Gold
C03034,2024-09-11,West,18-24,Social,Silver
C03035,2026-05-28,West,25-34,Social,Bronze
C03036,2026-02-05,South,45-54,Social,Bronze
C03037,2024-10-21,East,45-54,Paid Search,Bronze
C03038,2025-01-23,South,55+,Social,Silver
C03039,2024-11-22,North,55+,Social,Gold
C03040,2025-04-15,Central,35-44,Organic,Bronze
C03041,2025-01-29,East,25-34,Social,Bronze
C03042,2025-02-25,East,25-34,Email,Bronze
C03043,2025-07-21,East,55+,Organic,Bronze
C03044,2024-11-15,East,45-54,Referral,Silver
C03045,2026-04-05,South,55+,Referral,Bronze
C03046,2025-12-13,Central,35-44,Email,Silver
C03047,2026-01-06,East,35-44,Organic,Bronze
C03048,2024-11-01,West,55+,Social,Silver
C03049,2025-11-29,East,45-54,Referral,Silver
C03050,2026-03-02,South,25-34,Organic,Silver
C03051,2024-11-05,North,35-44,Email,Bronze
C03052,2025-12-30,South,25-34,Referral,Silver
C03053,2025-03-18,North,45-54,Organic,Silver
C03054,2026-01-26,West,18-24,Paid Search,Silver
C03055,2025-06-14,West,55+,Email,Silver
C03056,2026-02-05,South,55+,Referral,Gold
C03057,2024-10-16,South,18-24,Email,Bronze
C03058,2025-04-10,West,45-54,Social,Bronze
C03059,2025-01-16,North,18-24,Email,Gold
C03060,2024-12-29,Central,25-34,Social,Bronze
C03061,2025-02-10,South,25-34,Social,Gold
C03062,2025-04-05,North,35-44,Email,Silver
C03063,2024-10-01,North,55+,Organic,Gold
C03064,2025-11-28,Central,35-44,Paid Search,Silver
C03065,2025-08-06,South,25-34,Organic,Silver
C03066,2026-02-25,West,18-24,Email,Silver
C03067,2025-11-26,North,55+,Email,Bronze
C03068,2024-10-17,North,25-34,Organic,Bronze
C03069,2024-08-20,West,35-44,Organic,Bronze
C03070,2025-05-05,North,18-24,Paid Search,Bronze
C03071,2025-06-16,North,25-34,Paid Search,Gold
C03072,2024-12-23,East,35-44,Social,Bronze
C03073,2026-01-22,West,55+,Social,Silver
C03074,2025-08-28,South,25-34,Paid Search,Bronze
C03075,2025-12-28,North,35-44,Organic,Bronze
C03076,2024-09-18,Central,55+,Email,Platinum
C03077,2026-02-15,West,25-34,Email,Bronze
C03078,2024-11-28,West,25-34,Email,Silver
C03079,2025-05-23,West,18-24,Referral,Bronze
C03080,2025-05-17,West,55+,Referral,Bronze
C03081,2026-02-19,South,18-24,Referral,Bronze
C03082,2025-01-18,South,25-34,Email,Silver
C03083,2024-12-23,West,18-24,Organic,Bronze
C03084,2025-03-05,West,45-54,Paid Search,Silver
C03085,2025-03-21,Central,25-34,Social,Silver
C03086,2024-11-10,East,45-54,Email,Bronze
C03087,2024-11-06,South,45-54,Referral,Bronze
C03088,2024-12-16,East,18-24,Email,Bronze
C03089,2025-06-06,East,25-34,Paid Search,Silver
C03090,2025-03-08,East,18-24,Email,Bronze
C03091,2025-04-12,West,18-24,Email,Bronze
C03092,2025-12-07,East,35-44,Email,Bronze
C03093,2024-12-23,North,25-34,Social,Bronze
C03094,2026-04-25,East,18-24,Email,Silver
C03095,2025-12-31,West,35-44,Paid Search,Bronze
C03096,2024-11-05,Central,35-44,Paid Search,Bronze
C03097,2025-02-14,South,55+,Paid Search,Bronze
C03098,2024-11-11,East,45-54,Paid Search,Silver
C03099,2025-01-15,East,25-34,Email,Silver
C03100,2025-03-24,East,35-44,Paid Search,Bronze
C03101,2024-10-04,North,18-24,Organic,Bronze
C03102,2024-07-11,Central,25-34,Organic,Silver
C03103,2025-05-16,Central,35-44,Referral,Bronze
C03104,2025-11-24,East,18-24,Social,Silver
C03105,2025-02-06,East,55+,Social,Bronze
C03106,2026-03-20,North,35-44,Referral,Bronze
C03107,2025-03-27,East,45-54,Organic,Bronze
C03108,2026-04-18,East,25-34,Referral,Bronze
C03109,2024-12-20,West,55+,Email,Silver
C03110,2025-07-29,North,25-34,Email,Bronze
C03111,2026-01-08,West,55+,Social,Bronze
C03112,2024-08-13,South,35-44,Email,Bronze
C03113,2026-05-09,West,45-54,Paid Search,Bronze
C03114,2025-03-24,East,25-34,Paid Search,Silver
C03115,2025-06-28,North,55+,Referral,Silver
C03116,2025-10-02,East,18-24,Paid Search,Gold
C03117,2025-10-12,West,18-24,Email,Bronze
C03118,2024-07-18,East,35-44,Referral,Bronze
C03119,2026-03-25,North,55+,Social,Bronze
C03120,2025-09-28,East,55+,Paid Search,Gold
C03121,2026-06-29,South,,Referral,Bronze
C03122,2025-06-09,West,35-44,Referral,Bronze
C03123,2025-09-21,East,,Social,Silver
C03124,2025-05-18,North,35-44,Organic,Bronze
C03125,2026-04-10,East,35-44,Social,Bronze
C03126,2026-02-27,West,18-24,Social,Bronze
C03127,2026-04-24,West,45-54,Organic,Silver
C03128,2025-07-03,North,25-34,Social,Silver
C03129,2026-01-28,South,18-24,Organic,Bronze
C03130,2025-03-19,East,25-34,Email,Silver
C03131,2025-06-02,North,45-54,Social,Bronze
C03132,2026-01-06,East,25-34,Email,Bronze
C03133,2024-08-29,North,25-34,Social,Gold
C03134,2025-11-30,North,25-34,Email,Silver
C03135,2024-07-12,West,35-44,Email,Gold
C03136,2025-08-28,South,45-54,Organic,Silver
C03137,2025-06-13,West,45-54,Social,Bronze
C03138,2025-06-07,North,18-24,Email,Bronze
C03139,2025-06-26,East,25-34,Social,Bronze
C03140,2025-06-24,South,45-54,Paid Search,Bronze
C03141,2025-04-23,West,25-34,Referral,Bronze
C03142,2025-05-26,West,18-24,Organic,Bronze
C03143,2025-08-19,South,25-34,Referral,Bronze
