session_id,customer_id,session_date,channel,device,pages_viewed,added_to_cart,purchased
S013946,C02885,2024-07-08,Paid Search,Mobile,6,False,False
S013947,C04311,2026-01-20,Organic,Desktop,6,True,False
S013948,C01414,2025-04-10,Email,Desktop,5,False,False
S013949,C00204,2025-05-11,Referral,Desktop,5,True,False
S013950,C00723,2025-07-08,Organic,Desktop,4,True,True
S013951,C03282,2024-11-10,Paid Search,Desktop,5,False,False
S013952,C03479,2025-04-08,Referral,Tablet,4,True,True
S013953,C00544,2025-04-03,Paid Search,Desktop,4,False,False
S013954,C00914,2025-04-15,Email,Desktop,5,False,False
S013955,C04772,2026-05-21,Referral,Mobile,4,True,False
S013956,C00163,2024-09-14,Social,Mobile,5,True,True
S013957,C04700,2026-04-15,Social,Mobile,4,False,False
S013958,C00912,2026-03-01,Organic,Tablet,5,True,False
S013959,C02940,2026-05-24,Referral,Mobile,3,False,True
S013960,C01176,2025-09-25,Referral,Mobile,4,False,False
S013961,C01474,2024-09-04,Organic,Mobile,4,False,False
S013962,C00458,2025-12-20,Organic,Desktop,8,False,False
S013963,C02022,2026-04-16,Email,Mobile,5,True,False
S013964,C02362,2025-02-01,Organic,Mobile,6,True,False
S013965,C03630,2025-03-07,Email,Desktop,5,False,True
S013966,C03160,2025-01-28,Email,Desktop,6,True,False
S013967,C04753,2024-09-06,Referral,Mobile,4,False,False
S013968,C01066,2026-06-04,Email,Mobile,8,False,False
S013969,C04155,2024-10-10,Social,Mobile,7,False,False
S013970,C02258,2025-06-18,Paid Search,Mobile,9,False,False
S013971,C00061,2025-12-31,Email,Desktop,4,False,True
S013972,C02382,2024-12-17,Organic,Tablet,2,True,False
S013973,C02654,2025-06-26,Referral,Desktop,6,False,False
S013974,C00566,2025-07-31,Referral,Desktop,8,True,True
S013975,C03894,2025-01-22,Social,Desktop,5,False,True
S013976,C04191,2025-02-04,Email,Desktop,5,False,False
S013977,C04113,2026-03-24,Organic,Mobile,6,False,False
S013978,C00508,2025-05-19,Paid Search,Mobile,4,True,False
S013979,C02152,2025-02-20,Email,Desktop,5,False,False
S013980,C02370,2025-08-23,Organic,Desktop,7,False,False
S013981,C01797,2025-04-16,Referral,Mobile,8,False,False
S013982,C01572,2025-10-13,Organic,Tablet,9,False,True
S013983,C00524,2026-03-06,Referral,Mobile,5,True,False
S013984,C02684,2025-09-21,Social,Desktop,4,False,False
S013985,C01610,2025-05-16,Organic,Tablet,14,False,False
S013986,C02342,2024-10-20,Organic,Desktop,4,True,False
S013987,C01575,2025-05-07,Paid Search,Mobile,8,True,False
S013988,C03619,2024-08-17,Social,Mobile,9,False,False
S013989,C00185,2024-07-18,Email,Mobile,6,False,True
S013990,C04864,2026-03-03,Referral,Mobile,6,False,False
S013991,C00722,2026-02-04,Paid Search,Mobile,7,False,False
S013992,C04613,2024-12-20,Organic,Desktop,5,True,False
S013993,C02167,2026-06-06,Social,Desktop,4,False,False
S013994,C03173,2024-10-06,Email,Desktop,7,False,False
S013995,C01872,2026-01-10,Organic,Mobile,8,False,False
S013996,C00595,2025-07-06,Paid Search,Mobile,4,True,False
S013997,C00688,2025-12-03,Email,Mobile,8,False,False
S013998,C00656,2024-10-05,Email,Mobile,7,False,False
S013999,C04862,2025-01-31,Social,Mobile,6,False,False
S014000,C02974,2024-11-10,Social,Desktop,7,False,True
S014001,C01921,2024-12-25,Email,Desktop,4,False,True
S014002,C00745,2026-05-07,Email,Desktop,6,False,False
S014003,C00334,2024-08-04,Email,Mobile,4,False,False
S014004,C03911,2025-10-30,Organic,Mobile,6,False,False
S014005,C03856,2025-05-18,Referral,Desktop,4,False,False
S014006,C01940,2024-10-06,Referral,Mobile,5,False,False
S014007,C03016,2024-11-01,Email,Tablet,5,False,False
S014008,C01485,2026-05-27,Organic,Mobile,6,True,False
S014009,C02581,2025-04-15,Social,Mobile,2,False,False
S014010,C02021,2025-10-25,Social,Mobile,5,False,False
S014011,C00846,2024-07-13,Social,Desktop,7,True,False
S014012,C04127,2024-07-25,Referral,Desktop,8,False,False
S014013,C02693,2025-08-05,Referral,Tablet,6,False,True
S014014,C03970,2025-12-17,Referral,Mobile,8,False,False
S014015,C03234,2024-07-31,Email,Mobile,7,False,False
S014016,C00772,2024-07-19,Paid Search,Mobile,6,False,False
S014017,C03297,2025-12-10,Organic,Mobile,8,True,True
S014018,C04704,2026-05-11,Referral,Mobile,4,True,False
S014019,C04803,2025-12-04,Email,Desktop,7,False,True
S014020,C01116,2026-06-20,Paid Search,Mobile,4,False,False
S014021,C03148,2026-02-01,Social,Mobile,6,False,False
S014022,C00829,2025-09-28,Organic,Desktop,7,False,False
S014023,C04166,2024-08-28,Social,Desktop,9,True,False
S014024,C01685,2025-02-07,Paid Search,Mobile,4,True,False
S014025,C00193,2025-10-11,Organic,Desktop,9,False,True
S014026,C00953,2026-04-07,Referral,Desktop,5,False,False
S014027,C01087,2026-04-30,Organic,Desktop,5,False,False
S014028,C00597,2025-10-07,Social,Desktop,6,False,False
S014029,C00513,2024-12-01,Paid Search,Mobile,9,False,False
S014030,C00087,2026-01-12,Paid Search,Tablet,8,False,False
S014031,C04896,2025-10-05,Email,Mobile,4,False,False
S014032,C00825,2025-02-08,Organic,Desktop,7,True,False
S014033,C02699,2024-08-25,Social,Mobile,3,False,False
S014034,C03890,2026-04-03,Referral,Tablet,5,True,False
S014035,C00149,2026-03-31,Paid Search,Desktop,5,False,False
S014036,C00424,2025-04-01,Social,Mobile,2,True,False
S014037,C01040,2025-05-04,Organic,Mobile,7,False,False
S014038,C03844,2026-05-16,Referral,Mobile,8,False,False
S014039,C01719,2024-10-17,Social,Desktop,7,False,False
S014040,C01782,2026-06-27,Referral,Desktop,6,True,False
S014041,C00276,2025-10-05,Organic,Desktop,5,False,False
S014042,C03354,2025-06-14,Paid Search,Mobile,9,True,False
S014043,C04315,2026-04-25,Referral,Mobile,7,False,False
S014044,C00616,2024-09-20,Organic,Mobile,8,True,False
S014045,C03589,2026-05-31,Organic,Desktop,6,False,True
S014046,C03110,2025-04-07,Social,Desktop,6,False,False
S014047,C01390,2024-11-20,Social,Mobile,3,False,False
S014048,C00507,2024-12-09,Email,Desktop,7,False,False
S014049,C00374,2024-11-15,Referral,Mobile,6,True,False
S014050,C03525,2026-05-16,Paid Search,Desktop,4,True,False
S014051,C00305,2026-01-14,Paid Search,Desktop,6,False,False
S014052,C04059,2025-10-16,Social,Mobile,5,False,False
S014053,C04243,2025-06-09,Paid Search,Tablet,7,False,True
S014054,C02784,2024-09-18,Email,Mobile,6,False,False
S014055,C04154,2026-04-15,Email,Desktop,5,True,False
S014056,C01160,2025-05-09,Organic,Desktop,7,True,False
S014057,C02291,2025-05-20,Referral,Mobile,4,False,False
S014058,C00289,2026-05-03,Social,Desktop,4,True,True
S014059,C03662,2025-10-26,Paid Search,Mobile,6,False,True
S014060,C04130,2024-07-03,Social,Desktop,8,True,False
S014061,C04277,2025-06-11,Email,Mobile,7,False,False
S014062,C03068,2026-02-21,Social,Mobile,5,False,False
S014063,C00822,2024-12-15,Paid Search,Mobile,8,False,False
S014064,C02019,2026-04-14,Organic,Mobile,7,False,False
S014065,C00781,2024-09-23,Email,Mobile,9,False,False
S014066,C00434,2026-05-19,Organic,Mobile,7,True,False
S014067,C01567,2025-08-15,Paid Search,Mobile,6,False,False
S014068,C01155,2024-11-22,Organic,Mobile,6,False,False
S014069,C03038,2025-09-18,Referral,Mobile,7,False,True
S014070,C00590,2025-03-22,Organic,Mobile,8,False,False
S014071,C00259,2026-02-08,Paid Search,Desktop,7,True,False
S014072,C00587,2024-08-21,Paid Search,Mobile,9,False,False
S014073,C03422,2024-12-23,Email,Mobile,8,False,True
S014074,C03010,2024-11-05,Email,Desktop,12,False,False
S014075,C03880,2024-08-23,Organic,Mobile,4,False,False
S014076,C03911,2026-06-23,Referral,Tablet,6,False,False
S014077,C00406,2026-02-05,Referral,Desktop,5,False,True
S014078,C02271,2025-11-15,Paid Search,Mobile,2,False,False
S014079,C01835,2024-11-25,Social,Mobile,9,True,False
S014080,C03490,2024-10-16,Paid Search,Mobile,4,False,False
S014081,C04359,2025-11-25,Organic,Desktop,8,False,False
S014082,C02411,2024-11-09,Paid Search,Mobile,3,False,False
S014083,C01404,2025-07-17,Organic,Mobile,7,False,False
S014084,C00308,2025-08-07,Organic,Mobile,6,False,False
S014085,C00532,2025-02-02,Social,Mobile,5,True,False
S014086,C00870,2025-05-08,Referral,Mobile,10,False,False
S014087,C03177,2026-02-05,Referral,Mobile,4,True,False
S014088,C03830,2026-05-12,Organic,Desktop,5,False,False
S014089,C03843,2025-07-25,Organic,Desktop,7,True,False
S014090,C01729,2024-07-20,Email,Mobile,8,False,False
S014091,C04008,2026-02-28,Referral,Desktop,10,True,False
S014092,C01762,2024-07-28,Organic,Desktop,8,False,False
S014093,C04685,2024-12-08,Referral,Mobile,2,False,True
S014094,C01011,2024-11-25,Email,Mobile,7,False,False
S014095,C00044,2026-06-12,Social,Mobile,4,False,False
S014096,C00043,2026-03-21,Email,Mobile,4,False,False
S014097,C02177,2025-04-02,Paid Search,Tablet,6,False,False
S014098,C03419,2024-12-28,Referral,Mobile,5,False,False
S014099,C04731,2025-01-24,Organic,Mobile,7,False,False
S014100,C03281,2025-04-08,Paid Search,Mobile,6,False,False
S014101,C02644,2024-07-18,Organic,Desktop,6,False,False
S014102,C00163,2025-08-03,Organic,Desktop,7,False,False
S014103,C00137,2025-11-17,Referral,Desktop,8,True,False
S014104,C01160,2025-04-21,Paid Search,Mobile,5,True,False
S014105,C00278,2025-12-30,Organic,Desktop,5,False,False
S014106,C04617,2025-01-13,Referral,Mobile,10,True,False
S014107,C02766,2026-04-15,Email,Mobile,8,False,False
S014108,C01488,2025-08-10,Organic,Mobile,7,False,False
S014109,C04704,2025-01-29,Organic,Desktop,3,True,True
S014110,C00416,2025-09-26,Organic,Mobile,6,False,False
S014111,C04071,2026-06-26,Social,Mobile,3,False,False
S014112,C04287,2026-02-12,Email,Mobile,11,True,False
S014113,C02406,2025-03-22,Email,Mobile,9,False,False
S014114,C04642,2026-03-21,Social,Desktop,10,False,False
S014115,C00917,2026-03-08,Email,Desktop,7,False,False
S014116,C02313,2025-07-04,Paid Search,Mobile,2,False,False
S014117,C00841,2025-11-06,Email,Mobile,7,False,False
S014118,C00478,2025-10-21,Referral,Mobile,9,False,False
S014119,C02708,2026-04-19,Organic,Mobile,5,False,False
S014120,C03697,2025-11-21,Social,Desktop,2,False,False
S014121,C04799,2024-09-30,Social,Mobile,5,True,False
S014122,C02191,2025-11-20,Referral,Mobile,5,False,False
S014123,C03101,2025-01-28,Paid Search,Mobile,6,False,False
S014124,C04050,2024-12-14,Email,Desktop,13,False,False
S014125,C00969,2025-02-24,Organic,Mobile,6,False,False
S014126,C03762,2025-06-12,Social,Mobile,3,False,False
S014127,C00741,2026-03-17,Social,Mobile,4,False,False
S014128,C00389,2026-03-28,Email,Mobile,5,False,True
S014129,C01884,2025-10-27,Email,Desktop,7,False,False
S014130,C01726,2024-07-20,Organic,Tablet,10,True,True
S014131,C03075,2024-09-19,Referral,Desktop,6,True,False
S014132,C04850,2026-05-04,Social,Mobile,7,False,False
S014133,C04359,2026-03-16,Referral,Mobile,6,False,False
S014134,C02625,2026-04-23,Organic,Desktop,3,False,False
S014135,C03561,2025-06-17,Social,Desktop,8,True,False
S014136,C01989,2026-06-06,Social,Mobile,3,True,False
S014137,C00329,2024-11-02,Organic,Mobile,2,False,False
S014138,C03758,2024-08-01,Email,Mobile,2,False,False
S014139,C03332,2025-03-24,Organic,Desktop,7,True,False
S014140,C01164,2024-08-17,Paid Search,Mobile,5,False,False
S014141,C00514,2025-01-09,Referral,Mobile,9,False,False
S014142,C02470,2026-03-22,Referral,Mobile,7,True,False
S014143,C02267,2025-04-27,Email,Mobile,5,False,False
S014144,C02759,2026-03-10,Referral,Mobile,3,False,False
S014145,C02124,2024-11-15,Email,Mobile,9,False,False
S014146,C01885,2025-08-16,Paid Search,Mobile,6,True,False
S014147,C00005,2024-07-20,Email,Mobile,12,False,True
S014148,C04953,2025-07-26,Social,Mobile,6,False,False
S014149,C02761,2024-12-31,Organic,Mobile,8,False,False
S014150,C00020,2025-04-22,Social,Mobile,10,False,False
S014151,C04442,2026-06-04,Social,Mobile,6,True,False
S014152,C01092,2025-07-02,Email,Desktop,3,False,True
S014153,C03201,2025-06-30,Social,Mobile,7,True,False
S014154,C04294,2024-09-16,Referral,Mobile,3,True,False
S014155,C01214,2025-09-01,Referral,Desktop,6,False,False
S014156,C00593,2024-09-01,Social,Mobile,3,False,False
S014157,C03778,2024-09-02,Social,Mobile,3,False,False
S014158,C04799,2026-03-26,Paid Search,Desktop,6,True,False
S014159,C04607,2026-01-05,Paid Search,Mobile,5,False,False
S014160,C00430,2025-10-03,Email,Mobile,9,True,True
S014161,C04257,2024-09-01,Email,Mobile,5,False,False
S014162,C04646,2025-09-05,Email,Desktop,4,False,True
S014163,C01635,2024-08-13,Email,Desktop,7,True,True
S014164,C04087,2026-02-13,Organic,Mobile,2,False,False
S014165,C02803,2025-08-15,Social,Mobile,4,False,False
S014166,C04958,2025-02-28,Organic,Mobile,4,False,False
S014167,C01420,2025-05-01,Referral,Mobile,4,False,True
S014168,C00578,2026-06-04,Organic,Mobile,7,False,False
S014169,C04496,2024-11-15,Social,Desktop,7,False,False
S014170,C04103,2025-01-08,Referral,Mobile,3,True,False
S014171,C00715,2025-08-30,Referral,Mobile,4,False,False
S014172,C03358,2026-05-20,Organic,Desktop,4,True,False
S014173,C01721,2026-01-30,Email,Desktop,4,True,False
S014174,C03710,2025-04-17,Paid Search,Desktop,7,False,False
S014175,C02531,2025-01-13,Social,Desktop,5,False,False
S014176,C00592,2024-10-06,Referral,Desktop,5,False,True
S014177,C02108,2025-03-24,Organic,Mobile,6,True,False
S014178,C04429,2025-05-21,Organic,Desktop,8,False,True
S014179,C04518,2024-07-20,Organic,Mobile,8,False,False
S014180,C02908,2026-04-03,Paid Search,Desktop,4,True,False
S014181,C02483,2026-06-04,Referral,Desktop,3,False,False
S014182,C00063,2025-10-04,Email,Mobile,8,False,False
S014183,C02736,2026-06-10,Referral,Desktop,5,False,False
S014184,C03707,2025-03-04,Paid Search,Mobile,5,False,False
S014185,C01140,2026-02-14,Email,Desktop,3,False,False
S014186,C01865,2024-08-04,Organic,Mobile,5,False,False
S014187,C02471,2026-02-03,Organic,Mobile,3,False,False
S014188,C04144,2025-10-09,Referral,Mobile,7,False,True
S014189,C04805,2025-12-05,Email,Desktop,5,True,False
S014190,C00215,2026-01-22,Social,Desktop,9,False,False
S014191,C04115,2025-04-19,Email,Desktop,7,False,False
S014192,C04407,2025-12-18,Paid Search,Desktop,5,True,False
S014193,C04765,2025-09-26,Paid Search,Desktop,6,False,False
S014194,C01945,2026-05-18,Paid Search,Desktop,5,False,False
S014195,C01499,2025-04-22,Paid Search,Desktop,5,False,False
S014196,C01175,2024-10-04,Social,Desktop,4,False,False
S014197,C00580,2026-02-04,Referral,Mobile,5,False,False
S014198,C01686,2026-06-01,Organic,Mobile,10,True,False
S014199,C04099,2026-01-02,Paid Search,Desktop,5,False,False
S014200,C04829,2026-04-13,Email,Mobile,9,False,False
S014201,C01872,2025-07-17,Organic,Desktop,7,True,False
S014202,C01779,2026-05-22,Social,Desktop,7,False,True
S014203,C02231,2025-08-18,Paid Search,Mobile,5,False,True
S014204,C01177,2025-05-21,Email,Tablet,6,False,False
S014205,C02929,2026-06-27,Referral,Mobile,7,False,True
S014206,C01892,2024-11-08,Paid Search,Mobile,5,False,False
S014207,C02438,2025-07-25,Organic,Mobile,8,False,False
S014208,C02882,2025-04-09,Email,Desktop,5,False,False
S014209,C00872,2025-01-07,Referral,Mobile,6,False,False
S014210,C00359,2025-02-14,Organic,Desktop,4,False,False
S014211,C03768,2026-04-04,Referral,Desktop,3,False,False
S014212,C02279,2025-01-16,Organic,Mobile,8,False,False
S014213,C01612,2024-07-01,Social,Mobile,7,False,False
S014214,C02065,2026-05-24,Email,Mobile,8,True,False
S014215,C03035,2025-04-08,Email,Mobile,3,False,False
S014216,C04383,2025-11-28,Referral,Desktop,6,True,False
S014217,C00204,2024-10-20,Social,Mobile,4,False,False
S014218,C03259,2026-06-19,Email,Desktop,6,True,False
S014219,C03921,2025-09-29,Social,Mobile,8,False,False
S014220,C03035,2025-03-10,Paid Search,Mobile,3,False,False
S014221,C02732,2025-12-15,Organic,Mobile,6,False,False
S014222,C04873,2025-11-08,Social,Mobile,8,False,False
S014223,C03689,2024-09-16,Paid Search,Desktop,6,True,True
S014224,C02063,2025-09-03,Email,Mobile,8,False,False
S014225,C01342,2024-09-15,Social,Mobile,9,False,False
S014226,C01775,2025-01-12,Organic,Mobile,6,False,False
S014227,C03891,2024-09-10,Email,Mobile,5,False,False
S014228,C02952,2025-10-08,Email,Tablet,5,False,False
S014229,C02987,2024-10-03,Referral,Mobile,9,False,True
S014230,C03280,2025-08-06,Social,Desktop,7,False,False
S014231,C01168,2026-04-09,Referral,Desktop,4,False,False
S014232,C03266,2025-08-19,Organic,Mobile,7,True,False
S014233,C02109,2026-06-27,Paid Search,Mobile,9,False,False
S014234,C02476,2025-03-09,Social,Desktop,4,False,False
S014235,C03592,2025-01-27,Organic,Desktop,5,True,False
S014236,C04000,2026-06-29,Referral,Desktop,7,False,False
S014237,C02559,2025-10-12,Organic,Tablet,6,False,False
S014238,C01569,2024-10-26,Social,Mobile,5,False,False
S014239,C02344,2025-01-21,Organic,Mobile,6,False,False
S014240,C02818,2024-09-18,Organic,Desktop,5,False,False
S014241,C03904,2026-02-25,Paid Search,Desktop,6,False,False
S014242,C02035,2025-09-21,Referral,Mobile,6,False,False
S014243,C00497,2025-09-28,Paid Search,Mobile,9,False,False
S014244,C01026,2025-11-15,Referral,Desktop,5,False,False
S014245,C04253,2024-08-16,Organic,Mobile,7,False,True
S014246,C04531,2024-10-21,Referral,Desktop,8,False,False
S014247,C01729,2025-10-17,Paid Search,Mobile,6,False,False
S014248,C03594,2025-01-25,Paid Search,Mobile,5,False,False
S014249,C00138,2025-11-07,Social,Mobile,8,False,False
S014250,C03756,2024-11-22,Social,Mobile,7,False,True
S014251,C03855,2025-07-20,Paid Search,Mobile,6,False,False
S014252,C04533,2025-06-28,Social,Desktop,7,False,False
S014253,C02814,2025-11-03,Paid Search,Desktop,5,False,False
S014254,C04660,2025-07-17,Email,Mobile,8,False,False
S014255,C04595,2024-11-23,Email,Desktop,7,False,False
S014256,C01074,2026-01-25,Social,Mobile,7,True,False
S014257,C02151,2025-12-16,Referral,Tablet,11,False,False
S014258,C03246,2024-12-02,Paid Search,Tablet,11,True,False
S014259,C02203,2026-05-22,Email,Mobile,5,True,False
S014260,C03838,2025-08-19,Organic,Mobile,9,False,False
S014261,C02538,2026-04-14,Email,Mobile,6,True,False
S014262,C00460,2026-02-12,Referral,Desktop,6,False,False
S014263,C01366,2024-10-16,Paid Search,Desktop,5,False,True
S014264,C01814,2024-11-20,Email,Tablet,7,True,False
S014265,C02865,2025-10-04,Organic,Mobile,6,False,False
S014266,C04632,2024-12-24,Referral,Desktop,6,False,False
S014267,C01122,2025-03-21,Social,Mobile,2,False,False
S014268,C04578,2026-05-14,Referral,Mobile,5,False,True
S014269,C02000,2024-11-10,Organic,Desktop,4,False,False
S014270,C04948,2025-11-24,Social,Mobile,7,False,False
S014271,C03652,2024-09-11,Email,Desktop,4,False,False
S014272,C03116,2025-04-11,Email,Desktop,5,True,False
S014273,C00097,2025-02-16,Referral,Mobile,7,False,False
S014274,C00853,2025-08-15,Referral,Mobile,4,True,False
S014275,C02353,2025-01-05,Email,Mobile,3,False,False
S014276,C01093,2025-11-01,Referral,Tablet,5,False,False
S014277,C02430,2026-02-07,Referral,Desktop,3,False,False
S014278,C01318,2026-04-23,Email,Desktop,10,True,False
S014279,C01541,2025-04-26,Organic,Mobile,4,True,False
S014280,C02646,2025-02-27,Email,Mobile,5,True,False
S014281,C00344,2025-05-19,Email,Mobile,4,True,False
S014282,C00165,2026-05-13,Referral,Desktop,5,False,False
S014283,C03840,2025-04-12,Email,Mobile,9,True,False
S014284,C00033,2025-04-22,Organic,Mobile,4,False,False
S014285,C01489,2024-11-16,Organic,Mobile,5,False,False
S014286,C00801,2025-10-26,Email,Mobile,6,False,False
S014287,C01919,2025-04-04,Referral,Mobile,4,False,False
S014288,C00839,2024-09-25,Email,Tablet,5,False,False
S014289,C01447,2025-03-10,Social,Mobile,7,False,False
S014290,C04881,2026-04-13,Paid Search,Mobile,10,False,False
S014291,C03124,2026-04-14,Referral,Mobile,4,False,False
S014292,C00165,2025-05-09,Paid Search,Mobile,4,False,False
S014293,C04282,2025-07-21,Email,Mobile,7,False,False
S014294,C02948,2025-10-13,Organic,Desktop,5,True,False
S014295,C00378,2025-04-15,Organic,Mobile,6,False,False
S014296,C01690,2025-12-16,Social,Desktop,3,False,False
S014297,C04194,2026-06-09,Social,Mobile,7,False,False
S014298,C01558,2025-09-10,Social,Desktop,3,True,False
S014299,C00744,2025-12-01,Social,Mobile,4,False,False
S014300,C01238,2025-12-18,Paid Search,Mobile,7,True,False
S014301,C00409,2024-07-12,Paid Search,Mobile,5,False,False
S014302,C01449,2026-03-04,Paid Search,Mobile,5,False,False
S014303,C02068,2025-07-23,Organic,Desktop,4,False,False
S014304,C00121,2025-07-04,Organic,Mobile,3,True,False
S014305,C03133,2024-10-13,Organic,Mobile,3,False,False
S014306,C02886,2025-12-07,Social,Desktop,5,True,False
S014307,C03038,2026-02-06,Social,Mobile,4,False,False
S014308,C04826,2025-12-15,Organic,Mobile,5,False,False
S014309,C02142,2025-10-11,Email,Mobile,7,False,False
S014310,C01223,2025-03-05,Social,Desktop,5,False,False
S014311,C00804,2024-08-09,Organic,Mobile,3,True,False
S014312,C00616,2025-06-03,Organic,Mobile,5,True,False
S014313,C02667,2025-02-28,Social,Desktop,11,False,False
S014314,C04103,2025-12-13,Referral,Desktop,5,False,False
S014315,C03246,2025-03-04,Email,Mobile,6,False,True
S014316,C01930,2025-02-06,Paid Search,Desktop,8,True,False
S014317,C02850,2024-10-06,Social,Mobile,7,False,False
S014318,C01384,2025-05-28,Organic,Mobile,6,True,False
S014319,C01141,2025-05-20,Social,Desktop,3,True,False
S014320,C01238,2026-05-18,Email,Mobile,6,False,True
S014321,C03537,2025-03-21,Organic,Mobile,4,False,False
S014322,C00563,2025-03-09,Referral,Mobile,7,False,False
S014323,C00161,2026-05-30,Email,Mobile,8,True,False
S014324,C00103,2026-01-22,Referral,Mobile,9,True,False
S014325,C00660,2025-03-28,Paid Search,Desktop,9,False,False
S014326,C00202,2025-03-13,Email,Desktop,7,False,False
S014327,C03433,2026-03-12,Organic,Tablet,7,False,False
S014328,C00955,2025-07-27,Organic,Mobile,11,False,False
S014329,C02021,2024-08-09,Referral,Desktop,7,False,False
S014330,C02529,2025-01-16,Email,Desktop,4,True,False
S014331,C01407,2026-01-13,Referral,Mobile,4,False,False
S014332,C03419,2025-09-10,Referral,Mobile,4,False,False
S014333,C02585,2024-08-02,Organic,Mobile,5,False,False
S014334,C03222,2025-09-16,Organic,Mobile,6,True,True
S014335,C01436,2025-02-11,Paid Search,Mobile,10,False,False
S014336,C00082,2024-08-28,Organic,Mobile,7,True,False
S014337,C01097,2025-07-29,Referral,Mobile,8,False,False
S014338,C02897,2025-03-24,Paid Search,Mobile,8,True,False
S014339,C02559,2024-10-26,Paid Search,Desktop,2,False,False
S014340,C01411,2024-10-24,Social,Mobile,8,False,False
S014341,C01569,2024-12-11,Paid Search,Desktop,10,False,False
S014342,C02451,2026-04-04,Organic,Mobile,4,False,False
S014343,C03064,2026-01-19,Social,Desktop,7,False,False
S014344,C02757,2024-11-07,Organic,Desktop,7,False,False
S014345,C01376,2026-02-17,Organic,Mobile,7,False,False
S014346,C00040,2026-06-23,Paid Search,Tablet,4,False,False
S014347,C02723,2026-04-13,Email,Tablet,7,False,False
S014348,C00322,2024-08-06,Organic,Mobile,8,True,False
S014349,C04599,2026-01-31,Email,Mobile,6,False,False
S014350,C03649,2025-07-19,Paid Search,Tablet,4,True,True
S014351,C00086,2024-12-14,Email,Desktop,5,False,False
S014352,C03793,2024-12-27,Paid Search,Mobile,7,True,False
S014353,C00029,2025-09-15,Organic,Desktop,8,False,False
S014354,C01209,2025-04-11,Organic,Mobile,6,False,False
S014355,C01153,2024-07-14,Referral,Mobile,3,False,False
S014356,C02111,2026-05-31,Organic,Desktop,3,True,False
S014357,C02832,2026-01-09,Organic,Mobile,6,False,False
S014358,C03330,2024-07-02,Organic,Mobile,3,False,False
S014359,C03280,2025-08-02,Social,Mobile,7,False,False
S014360,C01057,2024-12-30,Social,Desktop,3,False,False
S014361,C01000,2025-02-10,Email,Mobile,8,False,False
S014362,C02779,2026-04-12,Social,Desktop,8,False,False
S014363,C02451,2024-08-07,Referral,Mobile,8,True,False
S014364,C00835,2024-11-29,Paid Search,Mobile,7,False,True
S014365,C04532,2025-09-08,Email,Mobile,5,False,False
S014366,C00377,2025-08-04,Paid Search,Mobile,6,False,False
S014367,C04578,2025-07-20,Organic,Mobile,3,False,False
S014368,C03195,2025-11-23,Paid Search,Mobile,7,False,False
S014369,C02457,2025-12-26,Paid Search,Mobile,7,True,False
S014370,C04765,2026-06-05,Email,Desktop,5,False,False
S014371,C01307,2025-02-22,Organic,Desktop,5,False,True
S014372,C03719,2026-06-21,Social,Mobile,8,False,False
S014373,C04182,2024-12-07,Email,Desktop,5,False,False
S014374,C04691,2024-12-20,Email,Mobile,8,True,False
S014375,C02830,2024-10-17,Email,Mobile,5,False,False
S014376,C02980,2025-12-07,Organic,Mobile,5,False,False
S014377,C02327,2024-09-29,Referral,Mobile,8,False,False
S014378,C04355,2025-09-09,Email,Tablet,7,False,False
S014379,C00864,2026-05-04,Referral,Desktop,9,False,False
S014380,C04706,2025-07-16,Referral,Mobile,4,False,False
S014381,C02544,2025-12-28,Email,Mobile,4,False,True
S014382,C01542,2026-04-17,Referral,Mobile,3,True,False
S014383,C02727,2025-04-15,Referral,Mobile,6,False,False
S014384,C00133,2025-09-23,Email,Mobile,6,True,False
S014385,C02168,2025-06-10,Paid Search,Mobile,8,False,False
S014386,C00849,2025-06-09,Email,Mobile,9,False,False
S014387,C02820,2025-12-02,Paid Search,Desktop,2,False,False
S014388,C02620,2026-06-02,Social,Mobile,8,False,False
S014389,C00099,2024-11-30,Social,Desktop,12,True,False
S014390,C02527,2024-07-10,Referral,Tablet,7,False,False
S014391,C02467,2025-07-23,Email,Desktop,7,False,False
S014392,C04990,2026-03-08,Social,Desktop,5,False,False
S014393,C01441,2026-03-02,Email,Desktop,7,True,False
S014394,C00911,2024-09-14,Social,Desktop,5,True,False
S014395,C04400,2025-10-23,Organic,Mobile,6,False,False
S014396,C04892,2025-06-05,Paid Search,Desktop,2,False,False
S014397,C02037,2026-06-11,Referral,Mobile,4,True,False
S014398,C01140,2026-06-10,Social,Desktop,6,True,False
S014399,C03983,2026-01-05,Social,Mobile,9,False,False
S014400,C04757,2025-05-14,Email,Mobile,5,False,False
S014401,C03538,2024-10-19,Social,Mobile,9,True,False
S014402,C02060,2026-02-06,Paid Search,Mobile,8,False,False
S014403,C00223,2025-09-29,Social,Desktop,5,False,False
S014404,C04997,2025-03-18,Social,Mobile,5,True,True
S014405,C02467,2025-05-11,Email,Mobile,2,False,False
S014406,C02258,2024-07-03,Paid Search,Mobile,7,False,False
S014407,C00258,2024-11-25,Organic,Mobile,11,False,False
S014408,C01772,2025-09-07,Referral,Mobile,5,False,True
S014409,C03183,2026-01-31,Referral,Desktop,6,True,False
S014410,C04941,2025-11-13,Referral,Tablet,8,False,False
S014411,C02662,2025-09-01,Social,Mobile,9,False,False
