order_item_id,order_id,product_id,quantity,unit_price,discount_amount
I0025826,O016796,P0267,1,464.42,0
I0025827,O016369,P0264,1,198.23,0
I0025828,O004678,P0317,1,137.51,8
I0025829,O019778,P0198,1,212.63,3
I0025830,O018567,P0053,1,246.24,0
I0025831,O003624,P0011,1,368.06,0
I0025832,O019604,P0428,2,394.1,0
I0025833,O008753,P0174,1,324.36,15
I0025834,O003591,P0046,1,211.65,0
I0025835,O017671,P0274,2,267.39,3
I0025836,O004537,P0084,1,143.42,8
I0025837,O011459,P0453,2,137.9,0
I0025838,O009591,P0428,1,394.1,0
I0025839,O015678,P0036,2,222.41,0
I0025840,O004368,P0186,2,103.65,0
I0025841,O005450,P0350,1,443.6,0
I0025842,O012189,P0481,1,79.42,0
I0025843,O010275,P0080,1,155.59,3
I0025844,O005738,P0412,4,264.09,15
I0025845,O004489,P0034,1,375.79,3
I0025846,O008346,P0179,3,250.49,0
I0025847,O018373,P0353,1,323.12,0
I0025848,O015137,P0288,1,323.61,3
I0025849,O002251,P0080,3,155.59,0
I0025850,O013804,P0386,1,384.56,0
I0025851,O017734,P0232,1,222.63,0
I0025852,O010764,P0432,1,116.45,0
I0025853,O008196,P0396,1,182.46,0
I0025854,O018064,P0474,1,106.82,0
I0025855,O006944,P0133,1,296.61,0
I0025856,O007948,P0010,1,335.89,3
I0025857,O018204,P0123,1,211.04,0
I0025858,O003714,P0131,3,76.45,0
I0025859,O000138,P0323,1,330.07,0
I0025860,O011289,P0275,1,209.65,0
I0025861,O015560,P0084,3,143.42,3
I0025862,O007121,P0053,2,246.24,3
I0025863,O015898,P0368,1,257.9,3
I0025864,O016957,P0113,1,289.96,3
I0025865,O004423,P0484,3,444.25,15
I0025866,O013358,P0468,1,96.27,3
I0025867,O004028,P0084,1,143.42,15
I0025868,O012866,P0364,1,270.71,3
I0025869,O006357,P0383,1,83.46,8
I0025870,O007318,P0075,1,318.63,0
I0025871,O007121,P0141,1,120.83,3
I0025872,O011611,P0269,2,158.53,8
I0025873,O005767,P0240,1,147.37,0
I0025874,O002446,P0048,3,392.09,0
I0025875,O003752,P0078,2,142.02,0
I0025876,O012132,P0495,1,438.76,0
I0025877,O003949,P0439,3,187.74,0
I0025878,O010268,P0416,4,218.0,0
I0025879,O009315,P0013,1,227.37,0
I0025880,O000608,P0289,1,123.92,0
I0025881,O012215,P0263,1,119.43,0
I0025882,O003680,P0493,3,455.47,0
I0025883,O015512,P0393,1,149.56,0
I0025884,O017013,P0105,4,69.19,0
I0025885,O013790,P0486,1,148.28,3
I0025886,O009899,P0429,1,311.84,8
I0025887,O012663,P0251,3,383.39,0
I0025888,O001871,P0469,2,86.82,8
I0025889,O005285,P0005,2,176.21,3
I0025890,O009135,P0337,1,199.74,3
I0025891,O002794,P0121,1,204.26,0
I0025892,O003828,P0432,2,116.45,0
I0025893,O003763,P0074,1,177.76,0
I0025894,O007650,P0023,1,191.23,3
I0025895,O016831,P0032,1,452.5,3
I0025896,O012473,P0438,1,247.17,0
I0025897,O010741,P0310,1,204.28,0
I0025898,O012477,P0192,1,58.84,0
I0025899,O011049,P0299,1,341.96,3
I0025900,O010759,P0295,1,312.16,0
I0025901,O019259,P0012,1,295.57,8
I0025902,O017557,P0473,1,405.32,8
I0025903,O000225,P0394,2,296.65,0
I0025904,O006673,P0092,1,177.8,8
I0025905,O016842,P0145,3,403.47,0
I0025906,O019671,P0334,1,216.0,0
I0025907,O019576,P0119,1,174.7,0
I0025908,O008933,P0372,1,116.89,0
I0025909,O003869,P0078,1,142.02,0
I0025910,O012905,P0424,1,462.04,3
I0025911,O008752,P0371,1,393.61,3
I0025912,O012524,P0021,1,475.56,8
I0025913,O013111,P0165,1,246.0,0
I0025914,O006216,P0137,3,159.21,0
I0025915,O019024,P0158,1,170.81,0
I0025916,O005581,P0178,2,255.08,8
I0025917,O014759,P0099,1,163.59,15
I0025918,O006415,P0119,1,174.7,0
I0025919,O008506,P0257,3,160.03,3
I0025920,O009114,P0432,3,116.45,0
I0025921,O011348,P0487,1,335.5,0
I0025922,O012768,P0059,1,177.15,0
I0025923,O007471,P0192,3,58.84,0
I0025924,O019050,P0344,2,94.85,0
I0025925,O010529,P0149,1,218.34,15
I0025926,O016696,P0469,2,86.82,0
I0025927,O009543,P0263,1,119.43,0
I0025928,O002559,P0229,1,65.45,0
I0025929,O000426,P0412,1,264.09,0
I0025930,O018567,P0153,1,45.62,0
I0025931,O010496,P0371,1,393.61,0
I0025932,O011354,P0128,1,446.38,8
I0025933,O000156,P0295,1,312.16,3
I0025934,O013997,P0380,3,128.66,0
I0025935,O012128,P0332,1,216.32,3
I0025936,O003539,P0454,1,60.55,0
I0025937,O006914,P0256,4,363.9,0
I0025938,O010467,P0303,1,337.24,8
I0025939,O019365,P0257,3,160.03,0
I0025940,O002354,P0138,1,388.37,0
I0025941,O017878,P0365,1,164.36,15
I0025942,O002008,P0140,3,58.07,0
I0025943,O010763,P0103,1,222.39,8
I0025944,O017555,P0009,1,357.58,8
I0025945,O016194,P0005,2,176.21,8
I0025946,O005265,P0246,1,145.34,0
I0025947,O011602,P0025,3,148.03,3
I0025948,O009607,P0433,3,250.85,15
I0025949,O011471,P0275,3,209.65,0
I0025950,O018387,P0325,1,251.01,0
I0025951,O016508,P0156,1,186.87,15
I0025952,O000713,P0437,1,348.91,3
I0025953,O003297,P0459,1,385.86,0
I0025954,O016050,P0401,2,378.26,3
I0025955,O010565,P0159,1,303.58,0
I0025956,O019457,P0175,1,96.46,0
I0025957,O005495,P0173,1,191.95,0
I0025958,O019935,P0097,1,356.09,0
I0025959,O015958,P0020,1,204.77,3
I0025960,O002472,P0216,1,206.46,0
I0025961,O018163,P0035,3,228.08,15
I0025962,O011047,P0225,1,200.18,0
I0025963,O012976,P0033,1,219.38,0
I0025964,O016853,P0333,2,478.02,0
I0025965,O007810,P0285,1,43.59,0
I0025966,O002474,P0044,2,469.56,3
I0025967,O011677,P0182,1,266.38,15
I0025968,O010213,P0040,1,239.08,0
I0025969,O012549,P0285,1,43.59,0
I0025970,O017642,P0498,1,208.7,0
I0025971,O004022,P0180,2,309.09,3
I0025972,O005244,P0067,1,466.33,0
I0025973,O015901,P0420,1,453.96,0
I0025974,O000829,P0049,1,172.56,0
I0025975,O008693,P0414,2,181.23,0
I0025976,O014159,P0333,2,478.02,0
I0025977,O000109,P0046,1,211.65,3
I0025978,O014779,P0152,1,218.04,8
I0025979,O014003,P0390,1,144.56,0
I0025980,O010516,P0120,3,325.98,0
I0025981,O017464,P0374,1,197.73,0
I0025982,O006606,P0011,1,368.06,0
I0025983,O002107,P0496,1,203.41,0
I0025984,O010008,P0213,2,230.18,0
I0025985,O004499,P0254,1,323.55,0
I0025986,O015584,P0213,1,230.18,0
I0025987,O001664,P0431,1,325.36,0
I0025988,O015733,P0176,1,450.55,3
I0025989,O014059,P0366,1,66.08,0
I0025990,O008911,P0276,1,134.79,15
I0025991,O008252,P0183,1,287.74,0
I0025992,O006053,P0037,1,397.62,8
I0025993,O012154,P0068,2,175.93,0
I0025994,O003665,P0240,2,147.37,3
I0025995,O007168,P0402,1,401.48,0
I0025996,O010377,P0283,3,418.39,3
I0025997,O009615,P0055,1,358.05,3
I0025998,O008805,P0261,1,249.98,3
I0025999,O000917,P0340,3,170.95,8
I0026000,O004553,P0078,1,142.02,8
I0026001,O008648,P0415,3,246.35,3
I0026002,O011994,P0129,1,434.1,0
I0026003,O001276,P0157,1,224.52,3
I0026004,O016860,P0104,1,169.8,0
I0026005,O006646,P0269,2,158.53,0
I0026006,O015620,P0018,1,88.6,15
I0026007,O016721,P0216,1,206.46,3
I0026008,O010927,P0109,4,161.45,3
I0026009,O011933,P0027,2,348.18,0
I0026010,O006908,P0175,1,96.46,3
I0026011,O005870,P0122,1,463.36,0
I0026012,O007028,P0210,3,139.13,8
I0026013,O010277,P0085,1,234.32,0
I0026014,O008469,P0016,1,188.45,0
I0026015,O010567,P0365,1,164.36,0
I0026016,O014676,P0074,1,177.76,15
I0026017,O014215,P0002,3,266.8,0
I0026018,O008098,P0130,2,100.28,3
I0026019,O002107,P0079,1,167.68,0
I0026020,O009097,P0250,3,181.47,3
I0026021,O018800,P0020,2,204.77,0
I0026022,O012258,P0181,1,283.47,0
I0026023,O019721,P0255,1,323.06,0
I0026024,O011822,P0386,1,384.56,0
I0026025,O006468,P0380,2,128.66,0
I0026026,O005451,P0411,2,168.06,0
I0026027,O014619,P0078,2,142.02,0
I0026028,O018513,P0032,2,452.5,0
I0026029,O010614,P0155,1,350.02,3
I0026030,O005426,P0353,1,323.12,0
I0026031,O013378,P0143,2,442.4,0
I0026032,O008562,P0232,2,222.63,0
I0026033,O019373,P0465,3,429.28,8
I0026034,O018832,P0440,1,210.08,8
I0026035,O010251,P0038,1,188.41,3
I0026036,O015424,P0147,1,225.98,3
I0026037,O001753,P0455,1,212.67,0
I0026038,O002468,P0012,1,295.57,8
I0026039,O017068,P0390,3,144.56,8
I0026040,O003279,P0156,1,186.87,0
I0026041,O018214,P0161,1,304.35,0
I0026042,O006225,P0139,1,401.37,3
I0026043,O013880,P0318,1,391.58,3
I0026044,O004162,P0023,1,191.23,8
I0026045,O000006,P0281,2,437.46,3
I0026046,O005894,P0414,1,181.23,0
I0026047,O009834,P0119,1,174.7,3
I0026048,O006922,P0447,2,326.76,0
I0026049,O017410,P0432,1,116.45,8
I0026050,O000696,P0444,1,240.01,0
I0026051,O012648,P0378,1,220.51,0
I0026052,O005775,P0495,2,438.76,0
I0026053,O002457,P0236,1,420.67,3
I0026054,O001218,P0225,1,200.18,8
I0026055,O017488,P0148,1,434.8,0
I0026056,O005580,P0132,2,158.16,0
I0026057,O011829,P0213,1,230.18,3
I0026058,O008129,P0004,1,418.64,15
I0026059,O001890,P0283,2,418.39,0
I0026060,O002874,P0479,2,322.02,0
I0026061,O007719,P0287,1,390.56,8
I0026062,O008617,P0492,1,220.74,0
I0026063,O004247,P0335,1,150.82,0
I0026064,O005726,P0291,3,343.26,15
I0026065,O008068,P0464,4,290.81,0
I0026066,O008051,P0134,1,293.55,8
I0026067,O019339,P0450,1,272.16,3
I0026068,O019094,P0169,2,81.91,0
I0026069,O007073,P0297,1,391.2,0
I0026070,O006215,P0099,1,163.59,8
I0026071,O007747,P0257,2,160.03,0
I0026072,O019351,P0384,1,424.34,0
I0026073,O019742,P0200,2,217.35,0
I0026074,O005393,P0263,1,119.43,3
I0026075,O018750,P0420,1,453.96,0
I0026076,O011980,P0329,1,222.44,0
I0026077,O014213,P0191,1,111.88,3
I0026078,O005472,P0004,2,418.64,8
I0026079,O016448,P0168,2,383.22,8
I0026080,O002415,P0281,1,437.46,3
I0026081,O014881,P0025,1,148.03,0
I0026082,O005618,P0380,3,128.66,0
I0026083,O005197,P0244,2,165.69,0
I0026084,O015613,P0356,1,380.69,3
I0026085,O015698,P0246,1,145.34,0
I0026086,O017034,P0411,2,168.06,0
I0026087,O008907,P0042,2,436.4,0
I0026088,O014173,P0369,1,391.96,0
I0026089,O009766,P0499,1,179.59,0
I0026090,O005336,P0464,3,290.81,0
I0026091,O013892,P0036,1,222.41,0
I0026092,O012952,P0161,2,304.35,3
I0026093,O014210,P0113,2,289.96,0
I0026094,O016252,P0232,3,222.63,0
I0026095,O017858,P0117,1,256.3,3
I0026096,O017706,P0224,2,307.95,0
I0026097,O013990,P0000,2,134.63,0
I0026098,O019381,P0335,1,150.82,0
I0026099,O012270,P0323,1,330.07,0
I0026100,O005918,P0028,2,94.72,0
I0026101,O014885,P0064,1,188.44,0
I0026102,O018248,P0334,1,216.0,8
I0026103,O015790,P0093,1,292.55,8
I0026104,O010707,P0328,1,438.0,0
I0026105,O008332,P0216,1,206.46,3
I0026106,O014333,P0254,3,323.55,3
I0026107,O009684,P0410,1,282.02,8
I0026108,O004000,P0066,1,141.68,3
I0026109,O010677,P0191,1,111.88,0
I0026110,O008179,P0194,3,399.13,15
I0026111,O015976,P0368,1,257.9,0
I0026112,O006026,P0277,4,149.12,8
I0026113,O015246,P0322,1,206.72,0
I0026114,O009424,P0276,2,134.79,0
I0026115,O009462,P0335,1,150.82,0
I0026116,O009835,P0271,1,188.12,0
I0026117,O015407,P0466,1,246.51,0
I0026118,O003647,P0178,1,255.08,3
I0026119,O015515,P0439,1,187.74,3
I0026120,O009174,P0108,2,66.61,0
I0026121,O014045,P0043,2,171.05,0
I0026122,O011451,P0206,3,362.12,8
I0026123,O003784,P0318,1,391.58,15
I0026124,O003993,P0225,2,200.18,0
I0026125,O006247,P0103,1,222.39,8
I0026126,O018798,P0060,3,194.48,0
I0026127,O013027,P0316,1,305.7,0
I0026128,O015652,P0413,1,323.45,3
I0026129,O006282,P0020,1,204.77,8
I0026130,O000117,P0137,1,159.21,0
I0026131,O012794,P0330,1,201.31,0
I0026132,O012642,P0243,3,440.51,3
I0026133,O014809,P0139,1,401.37,3
I0026134,O008345,P0204,2,435.98,0
I0026135,O016655,P0018,1,88.6,8
I0026136,O010230,P0002,1,266.8,8
I0026137,O010586,P0314,1,294.43,0
I0026138,O008896,P0087,1,336.76,0
I0026139,O009584,P0134,1,293.55,0
I0026140,O008785,P0006,3,241.76,0
I0026141,O007904,P0489,1,40.59,8
I0026142,O010218,P0469,1,86.82,0
I0026143,O014281,P0088,2,390.32,0
I0026144,O004956,P0475,2,340.62,8
I0026145,O014573,P0250,1,181.47,0
I0026146,O013244,P0080,1,155.59,3
I0026147,O002512,P0279,1,151.48,3
I0026148,O014462,P0050,1,354.55,0
I0026149,O019825,P0341,1,157.29,0
I0026150,O009976,P0188,1,113.07,0
I0026151,O010480,P0307,1,118.43,8
I0026152,O013575,P0466,1,246.51,0
I0026153,O016104,P0406,1,397.27,0
I0026154,O011593,P0368,2,257.9,0
I0026155,O004072,P0338,1,97.38,0
I0026156,O019775,P0487,1,335.5,0
I0026157,O012057,P0237,1,114.49,0
I0026158,O010996,P0084,1,143.42,3
I0026159,O005740,P0067,1,466.33,0
I0026160,O015744,P0387,3,390.7,0
I0026161,O019544,P0120,1,325.98,0
I0026162,O017052,P0477,1,117.22,0
I0026163,O018180,P0071,1,292.71,0
I0026164,O011918,P0148,1,434.8,0
I0026165,O009491,P0005,2,176.21,0
I0026166,O012022,P0238,4,275.44,0
I0026167,O001150,P0410,1,282.02,3
I0026168,O006777,P0196,3,241.37,8
I0026169,O013280,P0474,1,106.82,0
I0026170,O008813,P0389,1,476.9,0
I0026171,O016537,P0429,1,311.84,0
I0026172,O012142,P0158,1,170.81,0
I0026173,O005197,P0451,1,337.56,0
I0026174,O005845,P0225,1,200.18,15
I0026175,O008341,P0009,1,357.58,0
I0026176,O008809,P0071,1,292.71,8
I0026177,O006997,P0451,3,337.56,0
I0026178,O009882,P0475,2,340.62,0
I0026179,O009600,P0249,1,271.83,0
I0026180,O014643,P0040,2,239.08,3
I0026181,O000431,P0070,2,425.99,0
I0026182,O010713,P0140,1,58.07,0
I0026183,O019813,P0476,1,341.63,3
I0026184,O006966,P0214,1,377.66,0
I0026185,O013214,P0264,1,198.23,3
I0026186,O015240,P0295,1,312.16,3
I0026187,O016917,P0364,1,270.71,0
I0026188,O019088,P0043,1,171.05,0
I0026189,O011077,P0267,1,464.42,0
I0026190,O019247,P0414,1,181.23,3
I0026191,O011494,P0314,1,294.43,8
I0026192,O005522,P0373,4,286.86,0
I0026193,O002484,P0255,1,323.06,0
I0026194,O007800,P0112,4,32.95,0
I0026195,O011748,P0460,1,243.03,3
I0026196,O007128,P0460,1,243.03,0
I0026197,O013355,P0300,1,327.96,8
I0026198,O007964,P0006,3,241.76,0
I0026199,O005973,P0219,1,207.33,3
I0026200,O012231,P0323,1,330.07,0
I0026201,O005323,P0297,2,391.2,0
I0026202,O013889,P0345,1,45.3,0
I0026203,O004546,P0330,1,201.31,0
I0026204,O019208,P0473,1,405.32,8
I0026205,O013841,P0451,1,337.56,3
I0026206,O006568,P0325,3,251.01,0
I0026207,O012357,P0057,1,187.55,0
I0026208,O008841,P0331,3,373.2,0
I0026209,O002139,P0264,1,198.23,3
I0026210,O004411,P0172,1,334.17,0
I0026211,O008322,P0279,2,151.48,0
I0026212,O016409,P0476,2,341.63,0
I0026213,O017114,P0040,2,239.08,15
I0026214,O019228,P0433,1,250.85,0
I0026215,O012436,P0335,1,150.82,15
I0026216,O016853,P0372,1,116.89,8
I0026217,O016299,P0268,3,318.21,0
I0026218,O009076,P0066,1,141.68,0
I0026219,O008821,P0389,1,476.9,8
I0026220,O008471,P0161,2,304.35,0
I0026221,O013945,P0231,2,184.67,0
I0026222,O008651,P0221,1,369.42,8
I0026223,O006860,P0307,1,118.43,3
I0026224,O013920,P0334,1,216.0,8
I0026225,O009112,P0225,1,200.18,15
I0026226,O019127,P0113,1,289.96,3
I0026227,O001046,P0103,1,222.39,3
I0026228,O010779,P0307,1,118.43,0
I0026229,O019783,P0120,1,325.98,3
I0026230,O005769,P0343,1,121.01,3
I0026231,O006811,P0444,1,240.01,0
I0026232,O019569,P0049,1,172.56,15
I0026233,O016046,P0186,1,103.65,0
I0026234,O004206,P0247,4,312.12,0
I0026235,O004109,P0432,1,116.45,0
I0026236,O018371,P0053,1,246.24,3
I0026237,O010583,P0156,1,186.87,0
I0026238,O018676,P0096,2,318.87,0
I0026239,O012677,P0285,3,43.59,0
I0026240,O002105,P0054,1,361.07,8
I0026241,O018525,P0442,1,324.56,3
I0026242,O013876,P0369,1,391.96,0
I0026243,O005553,P0229,1,65.45,15
I0026244,O019345,P0063,1,109.15,0
I0026245,O011646,P0218,1,412.49,3
I0026246,O019106,P0404,1,424.83,15
I0026247,O011397,P0434,1,434.92,0
I0026248,O017463,P0338,1,97.38,8
I0026249,O015040,P0382,1,344.92,3
I0026250,O006295,P0141,1,120.83,0
I0026251,O006275,P0101,2,375.15,15
I0026252,O013936,P0015,1,347.34,8
I0026253,O013475,P0041,2,176.33,3
I0026254,O014741,P0489,1,40.59,3
I0026255,O011808,P0022,1,148.35,0
I0026256,O013081,P0329,1,222.44,3
I0026257,O016238,P0147,1,225.98,0
I0026258,O000522,P0177,1,450.71,8
I0026259,O000506,P0311,2,354.81,0
I0026260,O016550,P0492,1,220.74,8
I0026261,O015962,P0484,1,444.25,0
I0026262,O011765,P0024,1,181.29,0
I0026263,O011045,P0011,1,368.06,15
I0026264,O007179,P0405,1,297.27,0
I0026265,O013240,P0144,1,176.32,0
I0026266,O004300,P0188,1,113.07,8
I0026267,O018280,P0357,1,346.78,3
I0026268,O001102,P0099,1,163.59,0
I0026269,O001486,P0463,1,263.26,3
I0026270,O005596,P0093,1,292.55,8
I0026271,O008039,P0340,1,170.95,3
I0026272,O004809,P0059,1,177.15,8
I0026273,O016311,P0479,2,322.02,0
I0026274,O019870,P0389,1,476.9,0
I0026275,O018572,P0027,2,348.18,15
I0026276,O013369,P0010,1,335.89,3
I0026277,O016597,P0296,1,70.69,0
I0026278,O014951,P0040,1,239.08,8
I0026279,O016744,P0319,3,240.13,0
I0026280,O001702,P0041,3,176.33,0
I0026281,O000154,P0495,1,438.76,0
I0026282,O016773,P0083,1,468.3,0
I0026283,O004848,P0487,1,335.5,0
I0026284,O002959,P0345,1,45.3,0
I0026285,O017850,P0020,1,204.77,3
I0026286,O016953,P0075,1,318.63,3
I0026287,O019843,P0473,1,405.32,0
I0026288,O010783,P0212,1,152.97,0
I0026289,O005263,P0133,1,296.61,3
I0026290,O007658,P0446,1,142.3,3
I0026291,O017368,P0314,2,294.43,8
I0026292,O014422,P0249,1,271.83,0
I0026293,O001765,P0076,3,202.01,0
I0026294,O001970,P0416,1,218.0,8
I0026295,O003322,P0480,3,431.95,0
I0026296,O007513,P0039,1,416.77,0
I0026297,O015549,P0146,1,235.71,0
I0026298,O017800,P0203,1,406.55,3
I0026299,O017295,P0172,1,334.17,15
I0026300,O001166,P0040,3,239.08,0
I0026301,O018958,P0090,1,183.72,0
I0026302,O003026,P0419,1,270.0,3
I0026303,O002200,P0205,1,447.33,0
I0026304,O005375,P0479,1,322.02,0
I0026305,O012672,P0189,2,173.89,0
I0026306,O011648,P0084,1,143.42,0
I0026307,O009153,P0201,1,447.72,0
I0026308,O010271,P0341,2,157.29,3
I0026309,O009332,P0381,2,356.9,0
I0026310,O012591,P0077,1,272.31,0
I0026311,O012111,P0178,1,255.08,0
I0026312,O001097,P0361,4,333.06,0
I0026313,O018216,P0431,1,325.36,0
I0026314,O002544,P0090,1,183.72,0
I0026315,O018590,P0172,1,334.17,0
I0026316,O018104,P0276,1,134.79,0
I0026317,O011279,P0300,1,327.96,0
I0026318,O007668,P0246,3,145.34,0
I0026319,O011740,P0334,1,216.0,0
I0026320,O002584,P0195,1,187.27,0
I0026321,O014805,P0177,1,450.71,0
I0026322,O005841,P0225,1,200.18,3
I0026323,O014363,P0409,1,257.64,0
I0026324,O010590,P0374,1,197.73,3
I0026325,O016048,P0154,1,175.08,0
I0026326,O005178,P0139,1,401.37,0
I0026327,O001755,P0268,3,318.21,0
I0026328,O017977,P0030,2,59.36,0
I0026329,O011527,P0395,1,195.32,8
I0026330,O007639,P0421,1,323.19,0
I0026331,O014839,P0140,1,58.07,0
I0026332,O000337,P0012,1,295.57,0
I0026333,O004649,P0220,1,218.82,0
I0026334,O008669,P0082,1,175.26,0
I0026335,O013368,P0358,1,469.38,0
I0026336,O004630,P0289,1,123.92,0
I0026337,O000938,P0227,1,277.79,0
I0026338,O007729,P0402,1,401.48,0
I0026339,O013988,P0191,3,111.88,0
I0026340,O011988,P0121,1,204.26,0
I0026341,O009089,P0165,1,246.0,3
I0026342,O000551,P0373,1,286.86,3
I0026343,O013275,P0425,1,23.03,8
I0026344,O002672,P0409,2,257.64,0
I0026345,O005738,P0031,2,201.39,3
I0026346,O006998,P0023,1,191.23,3
I0026347,O007428,P0196,1,241.37,0
I0026348,O011649,P0279,1,151.48,8
I0026349,O003653,P0182,1,266.38,0
I0026350,O017832,P0337,1,199.74,0
I0026351,O006854,P0300,1,327.96,3
I0026352,O015038,P0314,1,294.43,15
I0026353,O003059,P0450,1,272.16,0
I0026354,O003639,P0379,1,388.79,0
I0026355,O016692,P0357,1,346.78,0
I0026356,O017238,P0042,1,436.4,0
I0026357,O008787,P0306,1,305.2,0
I0026358,O014564,P0150,1,360.59,3
I0026359,O002158,P0413,1,323.45,3
I0026360,O001305,P0390,1,144.56,3
I0026361,O016558,P0373,1,286.86,0
I0026362,O014984,P0485,1,157.69,0
I0026363,O018625,P0313,1,92.22,0
I0026364,O002838,P0006,1,241.76,0
I0026365,O011547,P0441,1,164.92,0
I0026366,O004415,P0073,1,215.59,8
I0026367,O005305,P0171,1,209.16,0
I0026368,O002304,P0470,1,451.23,3
I0026369,O015234,P0264,1,198.23,0
I0026370,O014733,P0409,2,257.64,0
I0026371,O016763,P0266,1,345.73,0
I0026372,O017524,P0143,4,442.4,15
I0026373,O012483,P0355,1,148.36,0
I0026374,O016120,P0323,2,330.07,0
I0026375,O010433,P0434,1,434.92,0
I0026376,O003936,P0155,1,350.02,8
I0026377,O013797,P0029,1,135.48,3
I0026378,O013579,P0208,1,399.94,0
I0026379,O005965,P0092,1,177.8,15
I0026380,O010930,P0403,1,120.18,3
I0026381,O015602,P0143,2,442.4,3
I0026382,O008936,P0409,1,257.64,0
I0026383,O015363,P0232,1,222.63,0
I0026384,O004467,P0379,1,388.79,3
I0026385,O002604,P0448,1,189.44,0
I0026386,O010082,P0099,1,163.59,3
I0026387,O007088,P0393,2,149.56,0
I0026388,O008003,P0208,1,399.94,0
I0026389,O018774,P0112,1,32.95,0
I0026390,O015678,P0377,2,116.64,15
I0026391,O000766,P0350,1,443.6,15
I0026392,O012899,P0362,1,203.65,0
I0026393,O010153,P0396,1,182.46,3
I0026394,O008372,P0323,1,330.07,0
I0026395,O011397,P0076,1,202.01,0
I0026396,O004594,P0071,3,292.71,8
I0026397,O010534,P0183,2,287.74,0
I0026398,O017637,P0435,1,120.72,0
I0026399,O007572,P0238,1,275.44,0
I0026400,O001648,P0080,3,155.59,0
I0026401,O002160,P0054,3,361.07,0
I0026402,O016902,P0299,1,341.96,0
I0026403,O013601,P0177,1,450.71,0
I0026404,O019995,P0312,1,195.45,3
I0026405,O016560,P0434,1,434.92,8
I0026406,O015404,P0152,1,218.04,3
I0026407,O006511,P0050,1,354.55,8
I0026408,O019592,P0112,1,32.95,0
I0026409,O017692,P0313,2,92.22,0
I0026410,O016813,P0065,1,336.07,3
I0026411,O002029,P0311,1,354.81,0
I0026412,O005546,P0021,1,475.56,0
I0026413,O006394,P0075,2,318.63,0
I0026414,O015166,P0049,1,172.56,0
I0026415,O010394,P0246,1,145.34,0
I0026416,O004696,P0356,1,380.69,8
I0026417,O000913,P0187,1,439.71,0
I0026418,O015744,P0297,1,391.2,0
I0026419,O007785,P0043,1,171.05,0
I0026420,O008149,P0059,1,177.15,3
I0026421,O013439,P0382,2,344.92,15
I0026422,O006067,P0408,1,218.82,0
I0026423,O019815,P0031,3,201.39,8
I0026424,O010327,P0207,3,211.49,3
I0026425,O006545,P0148,1,434.8,0
I0026426,O002259,P0280,1,464.08,3
I0026427,O009539,P0169,1,81.91,0
I0026428,O011687,P0054,2,361.07,0
I0026429,O007113,P0330,1,201.31,0
I0026430,O003800,P0286,4,155.26,0
I0026431,O018973,P0428,1,394.1,0
I0026432,O007349,P0108,2,66.61,0
I0026433,O015039,P0313,2,92.22,0
I0026434,O016798,P0017,2,216.64,0
I0026435,O013572,P0095,1,138.02,0
I0026436,O016279,P0252,4,345.56,0
I0026437,O016539,P0294,1,395.27,8
I0026438,O018978,P0385,1,381.42,8
I0026439,O016287,P0314,2,294.43,0
I0026440,O010018,P0215,1,238.92,0
I0026441,O019071,P0050,1,354.55,3
I0026442,O016486,P0236,1,420.67,0
I0026443,O017110,P0485,1,157.69,0
I0026444,O007501,P0228,1,348.78,0
I0026445,O005803,P0319,1,240.13,3
I0026446,O008759,P0319,1,240.13,0
I0026447,O001287,P0285,1,43.59,0
I0026448,O012095,P0465,1,429.28,0
I0026449,O001608,P0036,1,222.41,0
I0026450,O001702,P0374,2,197.73,15
I0026451,O000036,P0231,2,184.67,0
I0026452,O016699,P0339,3,86.65,0
I0026453,O009264,P0021,1,475.56,3
I0026454,O006520,P0046,2,211.65,0
I0026455,O010433,P0105,1,69.19,0
I0026456,O014310,P0492,1,220.74,0
I0026457,O005579,P0466,3,246.51,0
I0026458,O003722,P0460,1,243.03,8
I0026459,O015859,P0360,2,285.43,0
I0026460,O018845,P0105,1,69.19,0
I0026461,O014321,P0232,2,222.63,0
I0026462,O012664,P0209,1,255.45,0
I0026463,O001486,P0435,1,120.72,0
I0026464,O007746,P0150,1,360.59,0
I0026465,O010821,P0062,2,292.26,0
I0026466,O018236,P0288,1,323.61,8
I0026467,O001056,P0096,1,318.87,0
I0026468,O006887,P0170,2,441.31,0
I0026469,O009824,P0032,1,452.5,0
I0026470,O015623,P0088,1,390.32,0
I0026471,O019680,P0175,2,96.46,3
I0026472,O001467,P0294,1,395.27,3
I0026473,O014262,P0150,1,360.59,0
I0026474,O011666,P0235,1,175.5,0
I0026475,O013907,P0230,1,310.08,0
I0026476,O017916,P0071,3,292.71,3
I0026477,O010752,P0075,1,318.63,8
I0026478,O019024,P0110,1,294.08,0
I0026479,O011530,P0181,3,283.47,0
I0026480,O009290,P0293,3,265.03,15
I0026481,O002479,P0396,1,182.46,0
I0026482,O018393,P0341,2,157.29,0
I0026483,O003831,P0112,2,32.95,0
I0026484,O004772,P0101,1,375.15,0
I0026485,O001127,P0228,3,348.78,0
I0026486,O013749,P0158,2,170.81,0
I0026487,O016954,P0177,1,450.71,8
I0026488,O006442,P0054,1,361.07,3
I0026489,O012292,P0475,2,340.62,0
I0026490,O011153,P0274,2,267.39,3
